,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[ 3.082012   0.7157124 -3.971164 ],[9.1349906e-01 8.5711136e-02 7.8986475e-04]
33,neutral,negative,MISS,Techordfører (hvis det findes) og medieordfører fra Dansk Folkeparti. Kunne jo så passende forklare hvad de har gang i #radio24syv,[ 0.9323629  2.751387  -4.870008 ],[1.3949223e-01 8.6008644e-01 4.2132015e-04]
34,positive,neutral,MISS,"Nyt vækstforløb kickstarter innovation i Det Blå Danmark. Fem danske startups er udvalgt til at samarbejde med landets største selskaber i den maritime branche.
[LINK] #dkstartup #dkbiz #cphftw",[-4.510678   1.5537115  2.6339118],[5.8875803e-04 2.5331885e-01 7.4609232e-01]
35,positive,positive,TRUE,Danmark genvinder EM-guld i badminton for blandede hold,[-4.7454796   0.60225576  4.3480463 ],[1.0978594e-04 2.3069529e-02 9.7682071e-01]
36,neutral,positive,MISS,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-3.292539   4.4969544 -2.1899378],[4.1337582e-04 9.9834156e-01 1.2450840e-03]
37,negative,neutral,MISS,det er faktisk ret interessant. Når jeg er afsted alene eller med andre voksne ænser jeg slet ikke sproget. Det er bare en del af stadion-larmen. Når jeg er afsted med ungerne bider jeg virkelig mærke i hvor grimt der snakkes og råbes.,[ 2.4103193  -0.02011272 -3.060134  ],[0.9155764  0.08056963 0.00385396]
38,neutral,neutral,TRUE,Venezuelas præsidentudfordrer får udrejseforbud,[-2.0794559  4.591355  -3.9857404],[1.2655287e-03 9.9854642e-01 1.8809759e-04]
39,negative,negative,TRUE,"Det tror jeg nu godt at man kunne få en længere debat omkring, hvem det egentlig er han mener her. Han får et konkret spørsmål, men bruger et generaliserende sprog i hans svar.....

Hvad han egentlig mener, er der nok ikke mange der er i tvivl om.",[ 2.1447551  1.5215827 -4.4805293],[0.65037817 0.3487591  0.00086266]
40,negative,negative,TRUE,"Fodboldfans og sange er altså en historie for sig selv! 
Så ufattelig mange sløje tekster og selvkonstruerede ord for at få noget til at lade som om det rimer.",[ 4.379407  -0.7833828 -3.1904004],[9.937972e-01 5.690188e-03 5.125926e-04]
41,positive,positive,TRUE,"vil gerne i dialog med SMV’er og start-ups ang deling af data siger Knud Pedersen på DI Energis Årsdag. Dejligt at høre, at der lyttes, når det anbefales at ‘sætte data fri’ #grønvækst",[-3.414255  -1.2414359  4.410537 ],[3.9814485e-04 3.4969104e-03 9.9610496e-01]
42,neutral,neutral,TRUE,"Nethandel med Dankort fejrer 20 års fødselsdag i dag. Tilbageblik: Det er i dag 20 år siden, at det første køb med Dankort på nettet blev gennemført. Siden er det blevet til millioner af handler på nettet.",[-3.7891002  2.3009806  1.1319209],[0.00172533 0.7616586  0.23661606]
43,neutral,neutral,TRUE,"⚽️ Der er i dag 6 #fodbold kampe/events mere, der vises direkte:

📺 1 på TV
💻 3 kun på @USER
💻 2 kun på @USER

#dksport #dkbold #sldk #pldk #laliga #seriea #cldk #eldk

🔗",[-3.6035562  4.2786365 -1.6928067],[3.7630281e-04 9.9708050e-01 2.5431116e-03]
44,positive,negative,MISS,"@USER, hvor er det bare en uklædelig måde du omgår reglerne om kampagnestøtte. Du er jo udmærket klar over, hvad intentionen med loven er. Den burde du som borgerlig leve op til. Åbenhed er en styrke i politik. #dkpol #fv19",[ 0.42037582 -2.6232328   2.2327056 ],[0.13942407 0.00664531 0.85393065]
45,negative,negative,TRUE,"Meget ærgerligt for Slagelse Kommune, fordi jeg er tæt på byen, hvor jeg kan få arbejdet i Korsør, det er bare et arbejde. De skal kunne tænke sig om.",[ 3.1474576 -1.4871279 -1.3842417],[0.9799383  0.00951533 0.01054646]
46,neutral,negative,MISS,"At skulle vælge mellem Lars Løkke og Mette Frederiksen svarer til at skulle vælge mellem en far og en mor, det er enige 90 procent af tiden. #dkpol",[-1.6806217  3.3440063 -2.914792 ],[0.0065187  0.9915838  0.00189744]
47,neutral,positive,MISS,Det vil jeg gerne kigge på.,[-1.5454825  2.1608217 -1.251302 ],[0.02323144 0.9455913  0.03117719]
48,negative,negative,TRUE,Så er der jo fremtids sikret. Når man ser hvad der sker på vestkysten nemlig ikke en skid så kan jeg godt se hvorfor det bliver gjort. For der må da ikke kystsikres før det er for sent. Så jeg smiler bare.,[ 3.9881806 -0.2731496 -3.9371808],[9.8574126e-01 1.3902432e-02 3.5630516e-04]
49,neutral,negative,MISS,Det hedder at klæbe sig til taburetten man ved er tabt alligevel. Husk I kun blev reddet af DF sidste gang,[-0.33642757  1.1102934  -2.0845184 ],[0.1843908  0.7835057  0.03210354]
50,negative,negative,TRUE,Mig heller ikke. Al magt til velfærds argumentet om den enkle fries lykkelige. Lad os i samlet flokkes kor nedlægge denne fucking irriterende natur planeten dyrene og træerne og insekterne der æder vores korn eller er det de vilde fugle. Lad os slaa disse fucking fugle ihjel.,[ 5.5323634 -2.08847   -3.0575147],[9.9932432e-01 4.8980198e-04 1.8585309e-04]
51,negative,negative,TRUE,"Svar nu: hvem var det der brændte gaderne af, lavede hærværk? #dkpol #SelvIdioterHarYtringsfrihed",[ 4.324681  -0.5914386 -3.838857 ],[9.9244505e-01 7.2721504e-03 2.8270073e-04]
52,positive,positive,TRUE,"Det er da super, dine øjne er da vigtigere and valgkampen. Og bliver du ikke 100% brillefri går vel endda.",[-0.91395605 -2.521408    3.4299457 ],[0.01278645 0.00256237 0.9846512 ]
53,positive,neutral,MISS,"Ja, kan du ikke bare være enig i det mest effektive tiltaket, så er vi ferdig? ;)",[-1.0867455 -1.9917352  3.165539 ],[0.01395278 0.00564454 0.9804027 ]
54,negative,negative,TRUE,"T.e. ved at læse tweets og svar som dine med fascistiske og racistiske undertoner. Og den undren det giver når danskere, som ellers virker til at være veluddannede og intelligente, kan få så menneskefjendske holdninger. Det er ikke mit Danmark mere. Lev vel.",[ 4.494641  -1.1645559 -3.3207672],[9.9612623e-01 3.4718139e-03 4.0190731e-04]
55,negative,negative,TRUE,"Rygning ... ja lad os endelig putte mere skat i statskassen så skattestyrelsen kan forpurre dem efterfølgende , mine cigaretter koster næsten 50 kr så prisen er fordoblet de sidste 10-12 år har det hjulpet staten burde ikke blande sig og hvad bliver det næste rødvin ? Slik ?",[ 4.6955314 -1.2878329 -4.1667523],[9.9734515e-01 2.5136424e-03 1.4125525e-04]
56,negative,negative,TRUE,"“Han sov på gaden, når han ikke vandt i lodtrækningen om at få en plads i et herberg for natten, har han forklaret”.
Vi kan ikke være det bekendt, at der må trækkes lod. Tak for frifindelse",[ 1.0857819   0.93922067 -2.208716  ],[0.5261055  0.45438305 0.0195115 ]
57,negative,positive,MISS,"Ganske kort og simpelt: hvis det er så fandens korrekt, alt det du får braldret af dig, hvorfor er det så, at stemmerne flyver fra jer som lort fra spædekalve? Gi' dig gerne god tid. Og vær nu varsom med at svine dine vælgere til 😆😉👍",[ 5.4793916 -1.5691272 -3.7851243],[9.9903750e-01 8.6785870e-04 9.4635405e-05]
58,negative,negative,TRUE,"Det samme er forsvar for den udlændingepolitik, der er blevet ført i dette land i de sidste 36 år, og som har ført til de massive problemer vi nu ser.",[ 3.6319172 -0.2628645 -3.758517 ],[9.7946554e-01 1.9929981e-02 6.0445553e-04]
59,positive,positive,TRUE,Det ser spændende ud! Men for en god ordens skyld: Det er og der holder konferencen. Vi er bare skriverkarle :-),[-3.8993268 -0.5020838  4.6787024],[1.8710799e-04 5.5910894e-03 9.9422175e-01]
60,negative,negative,TRUE,Jo mere vi alle fokuserer på Nørrebro des mere glemmer vi at holde øje med den økonomiske elites fiflerier. Det er en udmærket strategi for de borgerlige. Ikke noget vi i S skal hoppe med på.,[ 4.8148885 -1.2431219 -3.8841987],[9.9750048e-01 2.3332043e-03 1.6632119e-04]
61,neutral,negative,MISS,"Når vi nu ikke ved, hvornår der er Folketingsvalg (@USER?), kan vi jo meget passende forberede os til den 26. maj, hvor vi stemmer om noget, der er MINDST ligeså vigtigt #dennegangstemmerjwg #eudk",[ 1.059187  1.608051 -3.077103],[0.3639981  0.6301844  0.00581743]
62,neutral,positive,MISS,Jeg føler at 2019 starter overordentligt godt :),[-1.3084863   0.8594977   0.02289547],[0.07392668 0.64616686 0.27990648]
63,positive,positive,TRUE,Det er en del af planen:),[-3.0753527 -1.4869224  5.147723 ],[2.6796426e-04 1.3119685e-03 9.9842012e-01]
64,positive,positive,TRUE,Enig. En true detective podcast. det er lige dig ? :),[-1.6207118   0.20704982  0.9959953 ],[0.04782283 0.29745555 0.6547216 ]
65,positive,negative,MISS,"Tillykke til @USER. Førstepladsen for desperation, misbrug af embedsværk og største politiske selvmål i #dkpol 😂😂",[-2.222821  -2.370988   4.4630914],[0.00124548 0.00107396 0.99768054]
66,neutral,neutral,TRUE,John Lammers kan komme til at undvære en af sine profiler mod FC Nordsjælland. #sldk,[-1.6298423  3.6611872 -3.339249 ],[5.0067916e-03 9.9408710e-01 9.0609508e-04]
67,neutral,neutral,TRUE,"Nej, men måske kan de overtales til at genindføre armslængdeprincippet i udbud som dette.",[-1.905178   3.4822965 -3.1312306],[0.00454661 0.9941193  0.0013342 ]
68,neutral,neutral,TRUE,"35. En frisparkskombination ender ved Greve bagerst i feltet. Han finder Schoop, men anføreren sender bolden forbi. (0-0) #AGFVB #sldk #VejleB",[-1.851851   1.0325667  0.7219658],[0.03124128 0.5590047  0.40975404]
69,positive,neutral,MISS,"Aktivister og politikeres misforståede kamp for et særligt syn på kronisk træthedssyndrom kan ende med, at fagfolk dropper hjælpen og skrinlægger deres søgen efter bedre behandling. Meget tankevækkende artikel af #dksundhed #dkpol #dkvid",[-0.94785494 -1.3476473   2.3590806 ],[0.03451633 0.02314179 0.9423419 ]
70,neutral,negative,MISS,"Det må man sige. Grauhunden var også noget billigere, kostede 3 mio. kr.",[-0.7101119  3.0199137 -3.0320523],[0.02337636 0.9743309  0.00229283]
71,neutral,positive,MISS,"Rødbede smager skønt sammen med fårefeta, og derfor skal de to kombineres i vores salat:",[-3.229084    2.7692041  -0.17223279],[0.00235295 0.94762224 0.0500248 ]
72,neutral,neutral,TRUE,"Vi peger jo ikke på S, så vi skal ikke - som de øvrige opppartier - forhandle om et regeringsgrundlag. Vi vil til gengæld tilkendegive om vi på baggrund af et reg.grundlag kunne finde på at vælte en regering (lige meget hvilken den er). Og her betyder udlændingepolitikken noget",[-0.8181211  2.6915553 -2.9726906],[0.02894071 0.96770346 0.00335577]
73,positive,neutral,MISS,"Det spejler sig i spørgsmålet til Møller: Vil du være enig i, at det oplyser Koch at diskutere hans forhold til Grønbech. Det er jo ikke svært for doktoranden at give ham ret i. Det giver en venlig og samtalende diskussion.",[-3.2380185 -0.5735744  3.491912 ],[0.00117309 0.01684554 0.98198134]
74,neutral,neutral,TRUE,"Nogen der har råd mod hold i nakke/skulder?? Der er ligesom en knude, der gør nuller #twitterhjerne",[-1.5678864  2.322691  -1.755755 ],[0.0196975  0.96397865 0.01632378]
75,negative,negative,TRUE,"Sort dag. var som den braldrende kammerat på et fodboldhold. Han tisser i badet, får dumme gule kort. Men er også ham, der skyder fra en kropumulig vinkel og scorer. Giver omgang, selvom kontoen er i overtræk. Og som man slet ikke kan undvære, den dag han er væk. #dkmedier",[ 1.8554811  0.4297637 -2.7745461],[0.7999421  0.19225486 0.00780303]
76,positive,neutral,MISS,"Novra, for et selvmål. Selvhattrick, faktisk. 😳🙄",[-3.6462395 -1.3860155  5.222258 ],[1.4054448e-04 1.3471523e-03 9.9851233e-01]
77,neutral,neutral,TRUE,Jeg lukkede den faktisk ned inden et møde 😬,[ 0.4959581  1.5842851 -3.4448678],[0.25070608 0.74442214 0.00487176]
78,neutral,neutral,TRUE,"Jeg tror, at Solbakken vil kæmpe hårdt for at få den rigtige mand, så jeg ved ikke, hvis det glipper med Mudrazija. Men i sommerens vindue prøvede FCK jo med Tibbling på sidste dag. Så det var ikke rigtig et klart svar desværre.",[-2.9193482  3.126193  -0.9128959],[0.002322   0.9804095  0.01726845]
79,neutral,negative,MISS,"Det komplekse er en afledning. Det er sådan set meget simpelt: Flere hundrede mennesker skal ikke stå og synge sange, der bruger homoseksualitet nedsættende. Det burde være muligt at have en klar holdning til.",[ 1.5001736  1.9316932 -3.2618592],[0.39244252 0.60420275 0.00335468]
80,neutral,positive,MISS,Verdo bøjer sig: Betaler 235 mio. kr. til sine varmekunder,[-2.2343383  4.268542  -2.8178246],[1.4956226e-03 9.9766999e-01 8.3448208e-04]
81,neutral,negative,MISS,I de seneste år er de private virksomheders overskud vokset markant. Det er dog mest af alt kommet de få rige til gode. Flertallet af befolkning har adgang til en stadig mindre del af velstanden. Fra 1990 er uligheden steget med 32%. 1/4,[ 0.06615206  1.3195248  -1.7404373 ],[0.21430036 0.7505087  0.03519096]
82,neutral,neutral,TRUE,"Tænker at hans alder og det faktum, at han ikke kan hyres på forskerordning taler for det.",[-2.4638782  4.128072  -2.7555854],[0.00136809 0.99761    0.00102194]
83,negative,positive,MISS,"Gengæld fik jeg bare ud fra at du skrev at nu jeg gjorde grin af dig her, gjorde du grin af mig der. 

Det er også fair nok. ""For the lolz"" er en helt legitim grund :)",[ 4.4486966 -2.1845412 -2.3126092],[0.99753237 0.00131265 0.00115486]
84,positive,positive,TRUE,RT @USER: Jeg laver ok fine børn. Her er Rod. Han er det. Han hedder det.,[-2.2427258 -2.2117982  4.7698593],[8.9883356e-04 9.2706661e-04 9.9817407e-01]
85,negative,negative,TRUE,"Jeg tog det første semester på uddannelsen, vi var fem studerende på holdet, måske forstår jeg godt at det ikke kan betale sig. Desværre.",[ 2.200904   0.6334015 -2.7240756],[0.82248455 0.17154185 0.0059736 ]
86,neutral,neutral,TRUE,Kan vi stole på i klimakampen? Det spørger i lørdagens leder om @USER’ seneste udtalelser #dkgreen,[-1.487664   2.4345531 -1.9183003],[0.01917089 0.9683661  0.01246291]
87,negative,negative,TRUE,"Jarlov tror fejlagtigt, at alle, som er uenige med ham, pr. definition er venstreorienterede. Man er dog ikke nødvendigvis venstreorienteret, bare fordi man er uenig med en kraftigt højredrejet #dkpol",[ 3.76864    -0.37799314 -3.4657147 ],[9.8373014e-01 1.5560232e-02 7.0963579e-04]
88,neutral,neutral,TRUE,Lige her kan du se det nye Risbjerg-snit (og måske sidste inden valget bliver udskrevet) #dkpol,[-2.6580722  4.3234935 -2.9822462],[9.2736370e-04 9.9840206e-01 6.7059940e-04]
89,neutral,negative,MISS,Du kan være enig eller uenig i Amalie Haves ræsonnement ift kunstnere. Men Den Korte Radioavis har i ugevis ringet til Amalie direkte fra radioprogrammet og udenfor sendetid samt publiceret hendes egne billeder på programmets Facebookside uden samtykke. I FEM programmer. Chikane.,[-1.5963596  4.0373    -3.292253 ],[3.5604006e-03 9.9578649e-01 6.5310311e-04]
90,neutral,negative,MISS,Det burde ikke være til diskussion,[ 1.6148269  1.9875814 -4.9889326],[4.0765026e-01 5.9179723e-01 5.5247353e-04]
91,negative,negative,TRUE,"Troels Lund siger helt korrekt lige nu i at udenlandske firmaer spekulerer i ikke at registrere sig når de udfører arbejde i Danmark. Men han glemmer, at resultat af at denne regering har sparet massivt på indsatsen mod social dumping og på Arbejdstilsynet. #dkpol",[ 4.2784724 -1.015428  -3.2503736],[9.9447119e-01 4.9943668e-03 5.3438713e-04]
92,neutral,neutral,TRUE,"Læs mere om samrådet her i 
[LINK]
#Skolechat",[-3.9713335  4.5182505 -1.8466525],[2.0520345e-04 9.9807715e-01 1.7175995e-03]
93,negative,negative,TRUE,"Public service kanaler burde ikke lægge så væsentlige programmer overfor hinanden. Det er spild af ressourcer i et mediemarked, hvor det kun er os danskere selv der gider lave tv-nyheder på dansk. Taberne er flowseerene (som så ikke kan vælge et public service alternativ)",[ 1.7878039  1.4083687 -4.2676663],[0.59291136 0.4056983  0.00139038]
94,negative,neutral,MISS,Frænder er frænder værst?#dkpol #ligevilkårforalle,[ 3.4918597  -0.24445923 -3.674655  ],[9.7597754e-01 2.3268972e-02 7.5346348e-04]
95,negative,neutral,MISS,Terror i Sri Lanka | Fejl i danske pas | Borgmester befamlet,[ 3.2468655  1.0421959 -4.8811674],[9.0042871e-01 9.9305555e-02 2.6576000e-04]
96,neutral,positive,MISS,"Oddsen på Manchester City mot Tottenham er 1,29. 1,29!!!!! Da kan det ikke gå.",[-1.852009    2.1072927  -0.49683115],[0.01745257 0.9148759  0.06767147]
97,negative,negative,TRUE,"Ja. Jeg ser en desperat fyr, der laver et Tweet hvor han forsvarer en handling, fordi det kun er sket 1 gang, over lang tid? Det svarer til at jeg slår en person, og forsvarer mig med, at “Jamen det er jo langtid siden jeg har slået nogle, så det går jo nok” God aften.😂🤫🤦🏻‍♂️",[ 4.5331388 -0.8765124 -3.8510602],[9.9532038e-01 4.4522672e-03 2.2737957e-04]
98,positive,positive,TRUE,"Christian Have fra Have Kommunikation er aktuel med en ny bog om det kreative Danmark. Forfatteren håber, at bogen kan inspirere til at indfri det kommercielle potentiale i de kreative erhverv. Læs interviewet her! #Bueraubiz
[LINK]",[-4.120065  -1.214215   5.7091103],[5.3801254e-05 9.8352903e-04 9.9896264e-01]
99,positive,positive,TRUE,"Hvis man må anbefale kollegaernes arbejde (og det må jeg gerne jf. mit nytårsforsæt #migmigmig), så er det her altså forrygende tv og optakt til kæmpebraget i Manchester. Ekspertise, analyse og god stemning.",[-2.6867638 -2.3755867  5.4454317],[2.9371804e-04 4.0093425e-04 9.9930537e-01]
100,positive,positive,TRUE,"Vi har hørt meget om to nye 🐼🐼 i #dkmedier de sidste par dage. Nu er de endelig landet. Også på 6A'eren. Vi er stolte over at løfte arven videre efter #cphzoo legendariske slange-bus. Hold øje med pandabussen, og se de sort-hvide charmetrolde i ZOO fra 11. april",[-3.337352  -1.6739972  5.290438 ],[1.7885884e-04 9.4383536e-04 9.9887735e-01]
101,negative,negative,TRUE,Hvorfor melder de samme ikke når børn medbringes til demonstrationer - ganske vist bag fædrene - de må jo være på lige fod #dkpol,[ 4.687983  -1.1139643 -3.6488125],[9.9674940e-01 3.0118418e-03 2.3876000e-04]
102,positive,positive,TRUE,Fredericia-helt om 2-1: Ekstremt vigtig sejr #1div #FCFredericia,[-3.7585618 -1.6031119  5.855192 ],[6.676059e-05 5.762625e-04 9.993569e-01]
103,negative,neutral,MISS,Der er alt for meget at komme efter i den norske (og danske) undergrund!,[ 2.0063865  1.461529  -4.1991644],[0.6321342  0.36659005 0.00127577]
104,neutral,negative,MISS,"Mange bilister er i tvivl om, hvorvidt de har overlæs på traileren, men en del vælger at køre alligevel. Det kan være både farligt og dyrt, så Rådet for Sikker Trafik og FDM kommer med gode råd til at undgå overlæs på traileren.",[-2.151468   2.3569455 -0.8991249],[0.0104958  0.95278436 0.03671987]
105,negative,negative,TRUE,"Ja, altså indtil videre udgør grundlaget for ""flygtningekrisen"" de ca. 0,6% af EU's samlede befolkning, som flygtninge ankommet det sidste 10 år udgør. Men selvom fødselsallet falder over hele EU, er det bestemt en eksistentiel krise, eller noget..",[ 3.0128965  0.9968588 -4.1725054],[8.8188106e-01 1.1745081e-01 6.6808180e-04]
106,neutral,neutral,TRUE,"forskerzonen: RT @USER: Ja, det er vildt, så stort universet er: Et lysår = ca. 9.400 mia. km. Det sorte hul i Messier 87('en nær galakse') = 55 mio. lysår væk. Det svarer altså til en afstand på 9.400 mia x 55 mio. km = 522.000.000.000 mia. km (Til …",[ 0.8640043  2.791616  -4.1994724],[1.2691325e-01 8.7228417e-01 8.0254045e-04]
107,negative,negative,TRUE,"Jamen hvor dumme tror de vi vælger er.... 
#dkmedier gå nu efter det arbejde har udført, holdt op imod det de lover #f",[ 4.595353  -1.7203236 -2.625896 ],[9.9746788e-01 1.8031646e-03 7.2903821e-04]
