,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
43,positive,neutral,MISS,"Stor forvirring tirsdag: Men dagen sluttede med, at 95 af kantonstyrets 150 storrådsmedlemmer i Vaud vedtog en 5G-bekymret resolution, som sætter #5G på pause og afventer national miljøudredning.
Se Tabt Tråd på Facebook.
#dkpol #dktele #dkmedier #dkgreen [LINK]",[-0.93496996  0.539906    0.69353503],[0.09554069 0.41755998 0.48689926]
44,positive,positive,TRUE,"@USER Hej Christoffer! Denmark Demo Day er lige rundt om hjørnet, så tænkte på, om I har brug for flere hænder til arrangementet? Har tidligere erfaring med Events i iværksætter økosystemet og gør det gerne frivilligt!",[-1.1148087  0.4132947  0.9008272],[0.07624901 0.35146418 0.57228684]
45,negative,positive,MISS,"@USER Gad vide hvor mange af kommentarerne der kommer fra mennesker der har arbejdet med integration, og kender udfordringens egentlige omfang. Ja, linien er hård. Ja, det er nødvendigt. Håber du stadig er her efter valget, Mark. Keep up the good work.",[ 0.6615671  -0.15635197 -0.71497256],[0.5903886  0.2605675  0.14904393]
46,neutral,positive,MISS,@USER @USER Du skal købe bladet min ven. Der er en 12 sider lang feature.,[-1.042041    1.1812439  -0.01159481],[0.07668747 0.70841    0.21490249]
47,negative,positive,MISS,"God at starte ugen på - igen og igen. Det bær ingen føle sig for sikker eller for stor til 🙏🏻 #dkpol #ep19dk Jeg ved, det er svært - men ironien er tyk, Pia | BT Debat - [LINK] [LINK]",[ 0.5611993  -0.87816554  0.19992298],[0.51709926 0.12259299 0.36030772]
48,negative,negative,TRUE,"Fiasko eller ej, det er uden betydning. Jeg fatter ikke hvorfor DF hele tiden skal gøre sig til smagsdommere. Dette land bliver fattigere med deres indblanding i film og TV. #dkmedier #dkpol #
[LINK]",[ 1.361194  -1.0005538 -0.80222  ],[0.8270017  0.07794933 0.09504902]
49,neutral,positive,MISS,@USER Vent hvad er det her lol,[-0.55417395  0.5839563   0.07905444],[0.16653873 0.5197553  0.31370598]
50,positive,neutral,MISS,"@USER Det er en fin anledning, jeg kan godt huske den del, fra jeg selv stod der. Det var mere for de tilfælde, hvor ingen prøver eller holder øje med den slags, og man så fx lige skal finde faren og derfor har brug for at vide hvornår, det kan være sket.",[-0.7919843   0.33855954  0.6082092 ],[0.12264935 0.3798868  0.49746388]
51,neutral,neutral,TRUE,"35. En frisparkskombination ender ved Greve bagerst i feltet. Han finder Schoop, men anføreren sender bolden forbi. (0-0) #AGFVB #sldk #VejleB",[-1.4909464   1.0873624   0.59675515],[0.04496162 0.59236205 0.36267635]
52,positive,positive,TRUE,Utrolig flotte resultater af @USER og #persimune. Ikke hver dag dansk sundhedsforskning når internationale mediers forside. Tillykke med det [LINK],[-0.7975731  -0.26545402  1.1219535 ],[0.10503907 0.17883283 0.71612805]
53,negative,negative,TRUE,"@USER @USER Nårth, socialisme som i fx Frankrig og Spanien i årtier? Det her med at ligestille socialisme med kleptokratier, alene fordi de kalder sig socialister, er en af de mere tynde stråmænd. Om det skyldes intellektuel uhæderlighed eller intellektuel inkompetence kan vi blot gætte på.",[ 1.3965341  -0.46019095 -1.1774986 ],[0.81141776 0.1267299  0.06185236]
54,negative,negative,TRUE,@USER @USER Birn er vel mere en Borat eller Mr. Bean?,[ 0.50798327  0.08958218 -0.7523698 ],[0.5150253  0.33893725 0.14603743]
55,negative,negative,TRUE,"@USER Hvor længe finder Ib Poulsen sig i at blive gjort til grin af DFs ledelse som er fuldstændig ligeglad med det arbejde som han går og laver?
Er det nu her kort tid før valget, at han træder i karakter og viser dem at han selv bestemmer hvordan han vil håndtere ministerens svigt?",[ 1.5420632 -0.7332954 -1.1158048],[0.8526184  0.0876151  0.05976643]
56,negative,negative,TRUE,@USER I know. De burde forgude en for den overmenneskelige indsat.,[ 1.6135294 -0.9782676 -1.048735 ],[0.87361014 0.06542059 0.06096926]
57,neutral,neutral,TRUE,@USER Hvor har du kortet fra?,[-0.75147754  1.4101533  -0.4793728 ],[0.0909255  0.78971434 0.11936013]
58,positive,positive,TRUE,@USER Hvis jeg nogensinde skal have briller 👍😎,[-0.5425267   0.20616049  0.33006406],[0.18157634 0.38389283 0.43453088]
59,negative,negative,TRUE,"@USER Bloker dem med det samme - jeg er blevet ringet op 13 dage i streg af et nummer fra Holland, der bare smækker på. 😬",[ 0.34111577 -0.15752266 -0.2981323 ],[0.46837398 0.28447026 0.24715582]
60,neutral,neutral,TRUE,"Cardiff asian +3 ude mod City @ 2.12
Aguero er ude med skade og Pep har varslet rotation til kampen. Jeg synes endvidere, at odds 60 for Cardiff sejr er spænende, men vælger den konservative linje. #pldk",[-1.2957917  0.8113952  0.7141228],[0.05992419 0.49288076 0.44719508]
61,neutral,neutral,TRUE,Medie: Axcel sælger dansk it-komet [LINK] [LINK],[-1.3837657   1.4861977   0.00190834],[0.04418153 0.779202   0.17661653]
62,neutral,neutral,TRUE,Antallet af rygere stiger for første gang i 20 år [LINK] #lokalavisen #nyheder,[-1.1125678   1.4879373  -0.24742807],[0.05936171 0.7996343  0.14100412]
63,neutral,neutral,TRUE,"@USER Nej, jeg ændrer manuelt formation inde i kampen, og så sker denne bug",[-1.1285547   0.9078519   0.40387672],[0.07523073 0.5764947  0.3482745 ]
64,positive,positive,TRUE,@USER Glæder mig til at prøve dem!,[-0.92623323 -0.11139692  1.0832632 ],[0.0932978  0.21074164 0.6959605 ]
65,negative,negative,TRUE,"Skatteministeren forklarer, hvorfor det går så trægt at få kradset gæld ind, at han får statsrevisorerne både på nakken og på talerstolen i Folketinget #dkpol #skat #venstre #nordjylland [LINK]",[ 1.0692133  -0.40742284 -0.7490993 ],[0.7190602  0.16423674 0.11670303]
66,negative,neutral,MISS,"@USER @USER @USER Stigningen i pensionsalderen er på mange måder en papirløsning for folk vil ophøre med at arbejde tidligere og i stedet modtage kontanthjælp, en ydelse der i dag er højere, men vil have større sociale og økonomiske omkostninger for de ramte, end en tidligere folkepension.",[ 1.1900584  -0.17250912 -1.1376777 ],[0.7388149  0.18913859 0.07204649]
67,neutral,neutral,TRUE,Pause i Nykøbing FC-HB Køge. Stilling: 1-1. Mere info her: [LINK] #1div #NykøbingFC #HBKøge,[-1.54709     1.4022921   0.24277459],[0.03833944 0.7320593  0.22960122]
68,negative,negative,TRUE,"@USER @USER @USER @USER Det er trist at du ikke kan se det store billede. At du ikke kan se at samtlige konflikter verden over er finansieret af stormagter og alliancer, for at sikre billige ressourcer. At der er i mellemøsten ikke findes en eneste diktator som ikke sidder på USA's eller Ruslands nåde.",[ 1.5136745 -0.7235794 -1.1271042],[0.8488554  0.09061638 0.06052825]
69,negative,negative,TRUE,"@USER Nej, men lad være med at lyve om at det er opstået helt af sig selv og ikke skyldes, at I har mulighed for at få opmærksomhed på et niveau, som ingen andre.",[ 1.2500712  -0.53720915 -0.9588962 ],[0.78294504 0.13107663 0.08597831]
70,negative,positive,MISS,"vi skal bestemt også være opmærksomme...

‘Bare fordi man er banal, betyder det ikke, at man ikke er farlig. Bare fordi man er latterlig, betyder det ikke, at man ikke skal tages alvorligt’ - Åsne Seierstad [LINK]",[ 1.374406   -0.86470985 -0.6457153 ],[0.8069774  0.0859856  0.10703698]
71,neutral,negative,MISS,Har tappet millioner fra varmekunder - enegikoncernen Eniig tømmer kassen inden frasalg [LINK] #dkbiz #dkpol,[ 0.01759496  0.31957966 -0.30187166],[0.3247727  0.4392682  0.23595917]
72,neutral,neutral,TRUE,@USER Jeg synes at den isolationerede dækning også har medført en højredrejning af hele diskursens præmisser -&gt; [LINK],[-0.3531258   0.28433076 -0.04742701],[0.23533638 0.44517723 0.3194864 ]
73,neutral,negative,MISS,"@USER @USER @USER @USER Hvordan hænger det sammen med Enhedslisten? Jeg kan f.eks. huske den sidste debat i 2007, hvor Johanne Schmidt deltog, selvom hun var ny kandidat.",[-0.13524204  0.9221289  -0.7251016 ],[0.22557081 0.64937156 0.12505761]
74,positive,positive,TRUE,"RT @USER: Kære AAB fans,

Fedt at se i er så mange. Endda på en torsdag. Det kunne de lære lidt af i Herning.",[-0.9486748  -0.03465305  1.084426  ],[0.08983058 0.22406746 0.686102  ]
75,negative,neutral,MISS,@USER @USER @USER Jeg er tilbøjelig til at spørge dig; hvorfor?,[ 0.62732834  0.10020541 -0.8738846 ],[0.55152315 0.3255646  0.12291228]
76,negative,negative,TRUE,@USER Køre Uwe max - Hvis du bliver valgt ind så må du love mig at lægge en ordentlig lort på Christiansborg for alle os borgere der kun kan drømme om det! Vi er dog ikke enige politisk - da jeg tror på ægte nærdemokrati og ingen repræsenterer det endnu. På forhånd tak,[ 0.88744277 -0.6994378  -0.38275713],[0.67324734 0.13772132 0.18903135]
77,positive,positive,TRUE,"STOLT over netop at være blevet genvalgt som folketingskandidat for Radikale Venstre på Frederiksberg!

Dermed vil jeg for en god ordens skyld være at finde på stemmesedlen til folketingsvalget i hele København 😉 
@USER #fv19 [LINK]",[ 0.07327769 -0.59975696  0.3664694 ],[0.35077164 0.17894898 0.47027946]
78,positive,positive,TRUE,"@USER Hej Mikkel, jeg har slettet opslaget, for kom til at skrive en fejl. Det er jo helt oplagt at samle hele serien online, men lige nu går vores digitale arkiv ikke så langt tilbage. Vi arbejder på sagen ;-) Tak for tippet!",[-1.0248007   0.2014085   0.98730975],[0.0841229  0.2867148  0.62916225]
79,positive,positive,TRUE,"@USER Der er sket så meget! Var her sidst for 14 år siden, og det er en helt anden by (mere turistet, men bedre mad hvis man ved hvor man skal gå hen)... Byen er stadig lige smuk!",[-0.51764834 -0.02230222  0.6091465 ],[0.1746171  0.2865582  0.53882474]
80,negative,negative,TRUE,"Nyt lovforslag vil give @USER lov til at indsamle følsomme oplysninger om ansatte og låne deres kollegaers identitet for at lokke dem i fælder, som kan koste dem jobbet. Sløseri skal have konsekvenser, siger forsvarsministeren. [LINK] #dkpol",[ 1.0428485 -0.4061252 -0.7468436],[0.7133569  0.16750416 0.11913887]
81,negative,negative,TRUE,"@USER @USER Så du vil hellere gå diktatorens ærinde og lade ham blive kaldt ""Den store leder"" som titel? (Supreme leader oversat).",[ 0.9028767  -0.02625908 -1.010102  ],[0.6482836  0.25600383 0.09571256]
82,negative,negative,TRUE,"@USER Hvilken seriøs løsning er det du mener at S og venstrefløjen havde? Der var intet konkret på bordet kun hensigter som skulle få tilpas mange vælgere til at falde til patten så S kunne få regeringsmagten. Realpolitik Pelle, det er hvad vi ønsker, ikke luftkasteller.",[ 1.496326  -0.7228215 -1.1194297],[0.8461567  0.09197871 0.06186465]
83,neutral,neutral,TRUE,@USER @USER sætter særlig fokus på de mange jazz koncerter i Tivoli som kulturdirektør @USER nævnte på pressemødet #dkmedier @USER,[-1.4261873   1.3259312   0.19906695],[0.04596535 0.720544   0.23349069]
84,neutral,neutral,TRUE,Aarhus United-talent skifter til tysk topklub - [LINK] [LINK],[-1.5229278   1.4490447   0.12155721],[0.03889727 0.75967944 0.20142339]
85,negative,neutral,MISS,Neeej... Det da ikke passe...#trppol #dkpol [LINK],[ 1.3469579  -1.1515052  -0.48168677],[0.8046073  0.06614777 0.12924495]
86,neutral,neutral,TRUE,Se filmen før serien [LINK],[-1.3828793   1.5017878  -0.05974953],[0.04414473 0.79008496 0.16577032]
87,positive,positive,TRUE,"@USER Det er sjovt.
Blanding af Squash og Tennis
Tempofyldt double på mini-tennis bane",[-1.3309462   0.46949193  0.9939648 ],[0.05787683 0.35028794 0.5918352 ]
88,positive,positive,TRUE,@USER Jeg har en til 60K Sover ufattelig godt i den ...,[-0.50315195 -0.16717179  0.7317283 ],[0.17131272 0.23971981 0.58896744]
89,neutral,negative,MISS,"Hvordan spørger man en kilde: ”Er du ikke-binær?” #dkmedier 
[LINK]",[-0.43823263  1.0333544  -0.37581053],[0.15574978 0.67846835 0.16578189]
90,neutral,neutral,TRUE,"@USER @USER Erkender, at han ikke har været prangende. Men forudsigelsen knytter sig nu også primært til, at han er straffesparksskytte.",[-0.10857338  0.786397   -0.6817426 ],[0.24931444 0.6101381  0.14054753]
91,positive,positive,TRUE,Er det sjovt at høre fire økonomer snakke om renter og befolkningsudvikling i 25 minutter? Det var i hvert fald sjovt at lave. Hør med her (på engelsk). #dkøko [LINK],[-0.6163934   0.05152471  0.61165273],[0.15711598 0.3064034  0.53648067]
92,negative,positive,MISS,Astralis!!!!! I er så vilde!!! I tonser forbi alle og lader det regne med utility #zulucs,[ 0.8701529  -0.94300014 -0.06759866],[0.6432332  0.10493638 0.25183037]
93,neutral,neutral,TRUE,"Strive Sport sikrer sig rettigheder til Major League Soccer
[LINK] [LINK]",[-1.5629585   1.4244168   0.20961875],[0.03742576 0.742286   0.22028822]
94,negative,negative,TRUE,Det hænger ikke sammen - overhovedet - og er slet ikke gennemtænkt! #NokerNok #Jarlovsyndromet #ForbandedeHyklere #dkpol #dkmedier [LINK],[ 1.4537979 -1.2235801 -0.5972516],[0.83518255 0.05741308 0.10740437]
95,neutral,positive,MISS,YouGov Denmark: Rema 1000 er danske kvinders darling #brandindex #womensrankings2019 [LINK],[-1.6549553  1.1823169  0.5715793],[0.03658068 0.62440073 0.33901855]
96,positive,positive,TRUE,"TEAM NEWS 🗒️ Startopstillingen til dagens kamp mod @USER er kommet. Og der er genvalg til stort set samtlige mand fra sidste kamp mod Randers FC.
Go' kamp! 💪⚽️ #sldk #venaab [LINK]",[-1.4766555   0.46075863  1.1189367 ],[0.04684873 0.32516658 0.6279847 ]
97,positive,positive,TRUE,Godt oprids af situationen i Algeriet her #dkpol #dkmedier #dkaid [LINK],[-1.5665711   0.70696396  0.89689654],[0.04452528 0.4325043  0.5229704 ]
98,negative,negative,TRUE,@USER Jeg håber virkelig han referere til sig selv... ellers er det da et virkelig trist og lavt niveau dks ansigt ud af til har..😳🤔,[ 0.80329037 -0.944199   -0.09749424],[0.63272655 0.11022777 0.2570457 ]
99,neutral,positive,MISS,@USER ærespris går i år til @USER - for at formidle forskning. Og for at have holdninger til tobak og alkohol - og for at få forebyggelse på den sundhedspolitiske dagsorden #sundpol #dkpol - tillykke [LINK],[-0.58724844  0.54683775  0.09799367],[0.16413397 0.5101828  0.32568318]
100,negative,negative,TRUE,Steen Jakobsen (V): Skammeligt at Lars Løkke ikke lytter til sit bagland [LINK],[ 0.9277944  -0.50886554 -0.64183575],[0.69163823 0.16441654 0.14394523]
101,neutral,positive,MISS,"@USER @USER Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-0.9206391   0.5451507   0.47982806],[0.10651831 0.4613268  0.4321549 ]
102,neutral,positive,MISS,"RT @USER: Det gør vi nemlig 💚Kom og del din mening med os🤓
#dkpol #flerevedmere [LINK]",[-1.5394493  0.8964448  0.7967882],[0.04392076 0.5018398  0.45423946]
103,positive,negative,MISS,"@USER Unægtelig en knapt så positiv agenda til den kamp. For mig er der en forskel... og så nævner jeg ikke engang, at det er mandag",[-0.07795966 -0.28853777  0.2850984 ],[0.3078974  0.24943253 0.44267005]
104,negative,negative,TRUE,@USER @USER Håb er irrelevant. Ville gerne - under andre omstændigheder - have beholdt ham. Men jeg tror der er for meget der taler (for) tungt imod han bliver (økonomi + hans eget ønsker ift Zorniger nu er væk). Havde han været en lottokupon på en billig kontrakt havde det været anderledes,[ 0.691863   -0.08027213 -0.81578034],[0.59401584 0.2744505  0.13153365]
105,negative,negative,TRUE,@USER @USER @USER @USER @USER @USER @USER Men det er imod loven det han gør. Man må ikke provokere andre med vilje.,[ 1.4866147  -0.62421614 -1.1049994 ],[0.836095   0.10128228 0.0626227 ]
