,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
54,negative,negative,TRUE,"T.e. ved at læse tweets og svar som dine med fascistiske og racistiske undertoner. Og den undren det giver når danskere, som ellers virker til at være veluddannede og intelligente, kan få så menneskefjendske holdninger. Det er ikke mit Danmark mere. Lev vel.",[ 5.065514  -1.5400603 -3.4720657],[9.9845362e-01 1.3507137e-03 1.9566099e-04]
55,negative,negative,TRUE,"Rygning ... ja lad os endelig putte mere skat i statskassen så skattestyrelsen kan forpurre dem efterfølgende , mine cigaretter koster næsten 50 kr så prisen er fordoblet de sidste 10-12 år har det hjulpet staten burde ikke blande sig og hvad bliver det næste rødvin ? Slik ?",[ 5.367309  -1.7360964 -4.2019706],[9.9910861e-01 8.2156691e-04 6.9779424e-05]
56,negative,negative,TRUE,"“Han sov på gaden, når han ikke vandt i lodtrækningen om at få en plads i et herberg for natten, har han forklaret”.
Vi kan ikke være det bekendt, at der må trækkes lod. Tak for frifindelse",[ 1.1646086  0.9987145 -2.349069 ],[0.53278685 0.4513429  0.01587021]
57,negative,positive,MISS,"Ganske kort og simpelt: hvis det er så fandens korrekt, alt det du får braldret af dig, hvorfor er det så, at stemmerne flyver fra jer som lort fra spædekalve? Gi' dig gerne god tid. Og vær nu varsom med at svine dine vælgere til 😆😉👍",[ 5.80003   -1.7787135 -3.8705473],[9.994261e-01 5.109096e-04 6.307715e-05]
58,negative,negative,TRUE,"Det samme er forsvar for den udlændingepolitik, der er blevet ført i dette land i de sidste 36 år, og som har ført til de massive problemer vi nu ser.",[ 4.3712454 -0.7194229 -4.018765 ],[9.9365944e-01 6.1148875e-03 2.2568471e-04]
59,positive,positive,TRUE,Det ser spændende ud! Men for en god ordens skyld: Det er og der holder konferencen. Vi er bare skriverkarle :-),[-4.0664573  -0.75945073  5.231904  ],[9.1337482e-05 2.4938106e-03 9.9741483e-01]
60,negative,negative,TRUE,Jo mere vi alle fokuserer på Nørrebro des mere glemmer vi at holde øje med den økonomiske elites fiflerier. Det er en udmærket strategi for de borgerlige. Ikke noget vi i S skal hoppe med på.,[ 5.2343707 -1.7281587 -3.801709 ],[9.9893540e-01 9.4569131e-04 1.1890989e-04]
61,neutral,negative,MISS,"Når vi nu ikke ved, hvornår der er Folketingsvalg (@USER?), kan vi jo meget passende forberede os til den 26. maj, hvor vi stemmer om noget, der er MINDST ligeså vigtigt #dennegangstemmerjwg #eudk",[ 1.231601   1.8891841 -3.6149688],[0.34037027 0.6569561  0.0026737 ]
62,positive,positive,TRUE,Jeg føler at 2019 starter overordentligt godt :),[-1.4012117   0.33962154  0.74096555],[0.06570277 0.37464336 0.5596539 ]
63,positive,positive,TRUE,Det er en del af planen:),[-3.134247  -1.4898086  5.358396 ],[2.0471148e-04 1.0600172e-03 9.9873525e-01]
64,positive,positive,TRUE,Enig. En true detective podcast. det er lige dig ? :),[-1.471252   0.2968641  0.7044987],[0.06382191 0.3739839  0.56219417]
65,positive,negative,MISS,"Tillykke til @USER. Førstepladsen for desperation, misbrug af embedsværk og største politiske selvmål i #dkpol 😂😂",[-2.4092298 -2.5304642  4.859078 ],[6.9637538e-04 6.1686756e-04 9.9868673e-01]
66,neutral,neutral,TRUE,John Lammers kan komme til at undvære en af sine profiler mod FC Nordsjælland. #sldk,[-1.9097799  3.9986486 -3.4540763],[2.7075273e-03 9.9671459e-01 5.7795428e-04]
67,neutral,neutral,TRUE,"Nej, men måske kan de overtales til at genindføre armslængdeprincippet i udbud som dette.",[-2.312427   3.9610243 -3.200963 ],[1.8807043e-03 9.9734592e-01 7.7345368e-04]
68,positive,neutral,MISS,"35. En frisparkskombination ender ved Greve bagerst i feltet. Han finder Schoop, men anføreren sender bolden forbi. (0-0) #AGFVB #sldk #VejleB",[-1.9459715   0.80503684  1.1194437 ],[0.0262455  0.41096282 0.56279165]
69,positive,neutral,MISS,"Aktivister og politikeres misforståede kamp for et særligt syn på kronisk træthedssyndrom kan ende med, at fagfolk dropper hjælpen og skrinlægger deres søgen efter bedre behandling. Meget tankevækkende artikel af #dksundhed #dkpol #dkvid",[-0.92750037 -1.4448036   2.4987226 ],[0.03090582 0.01842376 0.95067036]
70,neutral,negative,MISS,"Det må man sige. Grauhunden var også noget billigere, kostede 3 mio. kr.",[-0.85301846  3.2976758  -3.1949167 ],[0.01548606 0.98302495 0.00148891]
71,neutral,positive,MISS,"Rødbede smager skønt sammen med fårefeta, og derfor skal de to kombineres i vores salat:",[-2.8244476   2.2305698  -0.21075001],[0.00583238 0.914559   0.0796086 ]
72,neutral,neutral,TRUE,"Vi peger jo ikke på S, så vi skal ikke - som de øvrige opppartier - forhandle om et regeringsgrundlag. Vi vil til gengæld tilkendegive om vi på baggrund af et reg.grundlag kunne finde på at vælte en regering (lige meget hvilken den er). Og her betyder udlændingepolitikken noget",[-0.9420106  3.0752583 -3.397787 ],[0.01765694 0.9808282  0.0015149 ]
73,positive,neutral,MISS,"Det spejler sig i spørgsmålet til Møller: Vil du være enig i, at det oplyser Koch at diskutere hans forhold til Grønbech. Det er jo ikke svært for doktoranden at give ham ret i. Det giver en venlig og samtalende diskussion.",[-3.530062   -0.65276426  3.8935063 ],[5.9040036e-04 1.0489172e-02 9.8892051e-01]
74,neutral,neutral,TRUE,"Nogen der har råd mod hold i nakke/skulder?? Der er ligesom en knude, der gør nuller #twitterhjerne",[-1.4711922  2.633361  -2.166882 ],[0.01609933 0.9758715  0.00802922]
75,negative,negative,TRUE,"Sort dag. var som den braldrende kammerat på et fodboldhold. Han tisser i badet, får dumme gule kort. Men er også ham, der skyder fra en kropumulig vinkel og scorer. Giver omgang, selvom kontoen er i overtræk. Og som man slet ikke kan undvære, den dag han er væk. #dkmedier",[ 2.3069546  0.3325469 -3.1396837],[0.87477255 0.12145652 0.00377095]
76,positive,neutral,MISS,"Novra, for et selvmål. Selvhattrick, faktisk. 😳🙄",[-3.8017564 -1.4242125  5.470085 ],[9.3931194e-05 1.0124273e-03 9.9889368e-01]
77,neutral,neutral,TRUE,Jeg lukkede den faktisk ned inden et møde 😬,[ 0.6255192  1.3484586 -3.3136082],[0.324681   0.6689991  0.00631998]
78,neutral,neutral,TRUE,"Jeg tror, at Solbakken vil kæmpe hårdt for at få den rigtige mand, så jeg ved ikke, hvis det glipper med Mudrazija. Men i sommerens vindue prøvede FCK jo med Tibbling på sidste dag. Så det var ikke rigtig et klart svar desværre.",[-3.2721024  3.5307279 -1.0755329],[0.00109843 0.989022   0.00987944]
79,neutral,negative,MISS,"Det komplekse er en afledning. Det er sådan set meget simpelt: Flere hundrede mennesker skal ikke stå og synge sange, der bruger homoseksualitet nedsættende. Det burde være muligt at have en klar holdning til.",[ 1.8743112  1.9288881 -3.6992466],[0.48546267 0.5126941  0.00184328]
80,neutral,positive,MISS,Verdo bøjer sig: Betaler 235 mio. kr. til sine varmekunder,[-2.5384095  4.462938  -2.737771 ],[9.091479e-04 9.983461e-01 7.448229e-04]
81,neutral,negative,MISS,I de seneste år er de private virksomheders overskud vokset markant. Det er dog mest af alt kommet de få rige til gode. Flertallet af befolkning har adgang til en stadig mindre del af velstanden. Fra 1990 er uligheden steget med 32%. 1/4,[ 0.71983    1.287042  -2.4676447],[0.3565545  0.6287283  0.01471713]
82,neutral,neutral,TRUE,"Tænker at hans alder og det faktum, at han ikke kan hyres på forskerordning taler for det.",[-2.7413807  4.354596  -2.7574282],[8.2707178e-04 9.9835902e-01 8.1390527e-04]
83,negative,positive,MISS,"Gengæld fik jeg bare ud fra at du skrev at nu jeg gjorde grin af dig her, gjorde du grin af mig der. 

Det er også fair nok. ""For the lolz"" er en helt legitim grund :)",[ 4.790646  -2.5617957 -2.3142016],[9.9854004e-01 6.4008933e-04 8.1991579e-04]
84,positive,positive,TRUE,RT @USER: Jeg laver ok fine børn. Her er Rod. Han er det. Han hedder det.,[-2.2084546 -2.5247645  5.1175666],[6.5743912e-04 4.7916366e-04 9.9886346e-01]
85,negative,negative,TRUE,"Jeg tog det første semester på uddannelsen, vi var fem studerende på holdet, måske forstår jeg godt at det ikke kan betale sig. Desværre.",[ 2.7028122   0.45578304 -3.0186102 ],[0.90172315 0.0953237  0.00295319]
86,neutral,neutral,TRUE,Kan vi stole på i klimakampen? Det spørger i lørdagens leder om @USER’ seneste udtalelser #dkgreen,[-1.5598621  2.4401858 -1.8445158],[0.01774528 0.96890545 0.01334932]
87,negative,negative,TRUE,"Jarlov tror fejlagtigt, at alle, som er uenige med ham, pr. definition er venstreorienterede. Man er dog ikke nødvendigvis venstreorienteret, bare fordi man er uenig med en kraftigt højredrejet #dkpol",[ 4.10061   -0.5817577 -3.606758 ],[9.9038672e-01 9.1680828e-03 4.4518185e-04]
88,neutral,neutral,TRUE,Lige her kan du se det nye Risbjerg-snit (og måske sidste inden valget bliver udskrevet) #dkpol,[-2.710198  4.663218 -3.333582],[6.2711554e-04 9.9903667e-01 3.3621362e-04]
89,neutral,negative,MISS,Du kan være enig eller uenig i Amalie Haves ræsonnement ift kunstnere. Men Den Korte Radioavis har i ugevis ringet til Amalie direkte fra radioprogrammet og udenfor sendetid samt publiceret hendes egne billeder på programmets Facebookside uden samtykke. I FEM programmer. Chikane.,[-1.718133  4.35938  -3.539275],[2.2877778e-03 9.9734205e-01 3.7025582e-04]
90,neutral,negative,MISS,Det burde ikke være til diskussion,[ 1.5251682  2.1896167 -5.132715 ],[3.3959290e-01 6.5997106e-01 4.3599002e-04]
91,negative,negative,TRUE,"Troels Lund siger helt korrekt lige nu i at udenlandske firmaer spekulerer i ikke at registrere sig når de udfører arbejde i Danmark. Men han glemmer, at resultat af at denne regering har sparet massivt på indsatsen mod social dumping og på Arbejdstilsynet. #dkpol",[ 4.5418963 -1.3063161 -3.1788538],[9.9668235e-01 2.8754806e-03 4.4205645e-04]
92,neutral,neutral,TRUE,"Læs mere om samrådet her i 
[LINK]
#Skolechat",[-4.113112   4.816228  -2.0738373],[1.3229319e-04 9.9885106e-01 1.0166782e-03]
93,negative,negative,TRUE,"Public service kanaler burde ikke lægge så væsentlige programmer overfor hinanden. Det er spild af ressourcer i et mediemarked, hvor det kun er os danskere selv der gider lave tv-nyheder på dansk. Taberne er flowseerene (som så ikke kan vælge et public service alternativ)",[ 2.2600276  1.3952641 -4.591094 ],[0.7031314  0.29612458 0.0007441 ]
94,negative,neutral,MISS,Frænder er frænder værst?#dkpol #ligevilkårforalle,[ 4.029124  -0.7760339 -3.5968227],[9.913995e-01 8.116994e-03 4.834396e-04]
95,negative,neutral,MISS,Terror i Sri Lanka | Fejl i danske pas | Borgmester befamlet,[ 3.651251   0.9712544 -5.1900177],[9.3570936e-01 6.4155392e-02 1.3534020e-04]
96,neutral,positive,MISS,"Oddsen på Manchester City mot Tottenham er 1,29. 1,29!!!!! Da kan det ikke gå.",[-2.0138807   2.1999373  -0.54897684],[0.01370965 0.92696697 0.0593234 ]
97,negative,negative,TRUE,"Ja. Jeg ser en desperat fyr, der laver et Tweet hvor han forsvarer en handling, fordi det kun er sket 1 gang, over lang tid? Det svarer til at jeg slår en person, og forsvarer mig med, at “Jamen det er jo langtid siden jeg har slået nogle, så det går jo nok” God aften.😂🤫🤦🏻‍♂️",[ 4.9411035 -1.1651609 -3.9027486],[9.9763250e-01 2.2235853e-03 1.4392441e-04]
98,positive,positive,TRUE,"Christian Have fra Have Kommunikation er aktuel med en ny bog om det kreative Danmark. Forfatteren håber, at bogen kan inspirere til at indfri det kommercielle potentiale i de kreative erhverv. Læs interviewet her! #Bueraubiz
[LINK]",[-4.088303  -1.3999763  5.9429255],[4.397365e-05 6.467229e-04 9.993093e-01]
99,positive,positive,TRUE,"Hvis man må anbefale kollegaernes arbejde (og det må jeg gerne jf. mit nytårsforsæt #migmigmig), så er det her altså forrygende tv og optakt til kæmpebraget i Manchester. Ekspertise, analyse og god stemning.",[-2.7148952 -2.4909606  5.615824 ],[2.4086803e-04 3.0132319e-04 9.9945778e-01]
100,positive,positive,TRUE,"Vi har hørt meget om to nye 🐼🐼 i #dkmedier de sidste par dage. Nu er de endelig landet. Også på 6A'eren. Vi er stolte over at løfte arven videre efter #cphzoo legendariske slange-bus. Hold øje med pandabussen, og se de sort-hvide charmetrolde i ZOO fra 11. april",[-3.5750709 -1.554235   5.495371 ],[1.14902745e-04 8.66899034e-04 9.99018192e-01]
101,negative,negative,TRUE,Hvorfor melder de samme ikke når børn medbringes til demonstrationer - ganske vist bag fædrene - de må jo være på lige fod #dkpol,[ 5.089661  -1.4218638 -3.6809273],[9.9836129e-01 1.4837758e-03 1.5497791e-04]
102,positive,positive,TRUE,Fredericia-helt om 2-1: Ekstremt vigtig sejr #1div #FCFredericia,[-3.8848681 -1.643451   6.0353694],[4.9144332e-05 4.6228355e-04 9.9948859e-01]
103,negative,neutral,MISS,Der er alt for meget at komme efter i den norske (og danske) undergrund!,[ 2.3013608  1.4182969 -4.435894 ],[0.7068637  0.29229805 0.00083827]
104,neutral,negative,MISS,"Mange bilister er i tvivl om, hvorvidt de har overlæs på traileren, men en del vælger at køre alligevel. Det kan være både farligt og dyrt, så Rådet for Sikker Trafik og FDM kommer med gode råd til at undgå overlæs på traileren.",[-2.354003   2.7437599 -1.174529 ],[0.00595564 0.9746727  0.01937169]
105,negative,negative,TRUE,"Ja, altså indtil videre udgør grundlaget for ""flygtningekrisen"" de ca. 0,6% af EU's samlede befolkning, som flygtninge ankommet det sidste 10 år udgør. Men selvom fødselsallet falder over hele EU, er det bestemt en eksistentiel krise, eller noget..",[ 3.6123266  0.6023954 -4.358471 ],[9.5270723e-01 4.6963774e-02 3.2906831e-04]
106,neutral,neutral,TRUE,"forskerzonen: RT @USER: Ja, det er vildt, så stort universet er: Et lysår = ca. 9.400 mia. km. Det sorte hul i Messier 87('en nær galakse') = 55 mio. lysår væk. Det svarer altså til en afstand på 9.400 mia x 55 mio. km = 522.000.000.000 mia. km (Til …",[ 1.2731128  2.7242439 -4.5092163],[1.8971658e-01 8.0969876e-01 5.8461708e-04]
107,negative,negative,TRUE,"Jamen hvor dumme tror de vi vælger er.... 
#dkmedier gå nu efter det arbejde har udført, holdt op imod det de lover #f",[ 4.902215  -2.1556706 -2.4764233],[9.985172e-01 8.593197e-04 6.235247e-04]
