,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
23,neutral,negative,MISS,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[-1.2909073  4.1752934 -2.8919597],[4.2058965e-03 9.9494582e-01 8.4826280e-04]
24,neutral,negative,MISS,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[-4.373798   8.446317  -3.7973666],[2.7057765e-06 9.9999249e-01 4.8154047e-06]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 9.315479  -3.156702  -4.9743676],[9.9999559e-01 3.8317626e-06 6.2229549e-07]
26,neutral,neutral,TRUE,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 1.0638591  3.711896  -3.919218 ],[6.6080168e-02 9.3346703e-01 4.5284364e-04]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 5.6111083  0.7727951 -5.3218093],[9.9212426e-01 7.8580240e-03 1.7719860e-05]
28,negative,negative,TRUE,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[ 5.7448196  1.5799382 -6.1994348],[9.8469979e-01 1.5293916e-02 6.3970574e-06]
29,negative,neutral,MISS,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[ 9.437614  -5.0866756 -3.0126686],[9.9999559e-01 4.9224246e-07 3.9165971e-06]
30,neutral,positive,MISS,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[ 0.14353059  1.6212096  -1.572659  ],[0.17977491 0.7879106  0.0323145 ]
31,negative,negative,TRUE,Der er noget skrivere har misforstået. Han skriver en nedsænkning vil give 7000 yderlige pladser og det er AGFS ønske. AGF har ikke noget ønske om at øge kapaciteten til 27000 #ultratwitteragf,[ 4.1003547  2.3906884 -5.4375653],[8.4674126e-01 1.5319765e-01 6.1021758e-05]
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[ 7.9171195 -2.9020662 -4.0286026],[9.9997354e-01 2.0011335e-05 6.4867490e-06]
33,negative,negative,TRUE,"Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....",[ 5.3341675  1.4604311 -5.866648 ],[9.7962934e-01 2.0357266e-02 1.3384728e-05]
34,positive,positive,TRUE,"Konkurrencestater kommer i forskellige varianter, og det samme gælder for den danske konkurrencestat 🇩🇰. Nysgerrig? Køb 'Konkurrencestatsministeren' her: #dkpol #dkøko",[-4.9247823 -3.6909962  7.457336 ],[4.192821e-06 1.439901e-05 9.999814e-01]
35,negative,neutral,MISS,"Jo jo, men de kan jo ikke bruges som en overvældende del af holdets succes. De har ydet på visse områder, men har vel ikke været kæmpe profiler.",[ 1.4251481  -1.9799607   0.37256005],[0.7234652  0.02402136 0.25251338]
36,neutral,positive,MISS,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-4.9486494  6.352469  -1.7300018],[1.2355119e-05 9.9967885e-01 3.0880762e-04]
37,positive,positive,TRUE,Det er flot! Træning er heller ikke en særligt stor del af vægttab. Du kan ikke træne dig ud af dårlige spisevaner du skal spise dig ud af dem. Træning er selvfølgelig godt for en masse andre ting så det er helt fint at træne (eller ej).,[-5.169662  -2.0899649  6.057244 ],[1.3307155e-05 2.8945462e-04 9.9969721e-01]
38,neutral,neutral,TRUE,Online Angst Kursus. Prøv gratis. Ingen binding. Ingen kreditkort. Gå til → #angst #stress #denmark,[-2.7180004  4.7994947 -2.0082946],[5.4259767e-04 9.9835408e-01 1.1033142e-03]
39,positive,neutral,MISS,Det er Robsons store udfordring. Han er dog ret bredt anerkendt som en af de største engelske spillere,[-6.351705   1.1410503  4.660344 ],[1.6026694e-05 2.8767759e-02 9.7121620e-01]
40,negative,negative,TRUE,"Fodboldfans og sange er altså en historie for sig selv! 
Så ufattelig mange sløje tekster og selvkonstruerede ord for at få noget til at lade som om det rimer.",[ 7.9455476 -4.5895185 -2.3230324],[9.9996173e-01 3.5980991e-06 3.4705314e-05]
41,neutral,neutral,TRUE,"Det er Torsdag og dermed Premier League i Dart, med runder igen før finalen strammer det til nu.
Se forslag på facebook side",[-0.7176852  1.9185755 -1.0350714],[0.06373912 0.8898557  0.04640524]
42,neutral,neutral,TRUE,"Nethandel med Dankort fejrer 20 års fødselsdag i dag. Tilbageblik: Det er i dag 20 år siden, at det første køb med Dankort på nettet blev gennemført. Siden er det blevet til millioner af handler på nettet.",[-5.2778316  2.533988   2.1330862],[2.4244990e-04 5.9875911e-01 4.0099844e-01]
43,negative,negative,TRUE,Det vil sige at laveste fællesnævner hermed er dem det laver balladen.,[ 5.686609   0.9257521 -5.4490294],[9.9150008e-01 8.4855296e-03 1.4459274e-05]
44,negative,negative,TRUE,"@USER, hvor er det bare en uklædelig måde du omgår reglerne om kampagnestøtte. Du er jo udmærket klar over, hvad intentionen med loven er. Den burde du som borgerlig leve op til. Åbenhed er en styrke i politik. #dkpol #fv19",[ 5.99324   -6.610589   1.1020908],[9.9253994e-01 3.3340712e-06 7.4567390e-03]
45,negative,negative,TRUE,"Meget ærgerligt for Slagelse Kommune, fordi jeg er tæt på byen, hvor jeg kan få arbejdet i Korsør, det er bare et arbejde. De skal kunne tænke sig om.",[ 6.9759984 -5.2246346 -1.2237369],[9.9972028e-01 5.0258664e-06 2.7464936e-04]
46,neutral,neutral,TRUE,"Hvad sker der med i dag, kan ikke komme ind??",[ 0.7353807  5.804029  -5.920339 ],[6.2515391e-03 9.9374044e-01 8.0434911e-06]
47,negative,negative,TRUE,"Men igen; hvor mange opretter en komité og når frem til “nå, ingen vil have mig”?",[ 5.433051  -2.1690974 -2.9435706],[9.9927098e-01 4.9901329e-04 2.3001856e-04]
48,negative,negative,TRUE,Så er der jo fremtids sikret. Når man ser hvad der sker på vestkysten nemlig ikke en skid så kan jeg godt se hvorfor det bliver gjort. For der må da ikke kystsikres før det er for sent. Så jeg smiler bare.,[ 4.535383   -0.21840318 -3.8362584 ],[9.9122733e-01 8.5433852e-03 2.2930613e-04]
49,negative,negative,TRUE,Det hedder at klæbe sig til taburetten man ved er tabt alligevel. Husk I kun blev reddet af DF sidste gang,[ 8.703129 -4.059822 -3.385424],[9.9999154e-01 2.8649508e-06 5.6234740e-06]
50,negative,negative,TRUE,Mig heller ikke. Al magt til velfærds argumentet om den enkle fries lykkelige. Lad os i samlet flokkes kor nedlægge denne fucking irriterende natur planeten dyrene og træerne og insekterne der æder vores korn eller er det de vilde fugle. Lad os slaa disse fucking fugle ihjel.,[ 9.634939 -5.175062 -3.314394],[9.9999726e-01 3.6991074e-07 2.3777975e-06]
51,negative,positive,MISS,"Tror faktisk der er en hel del fodboldfans i hele DK, der passer på den beskrivelse. Måske ligefrem et par hviiie’ også...? Kudos til VF for at stikke hul - mon ikke det bliver forårets tema? Og DBU kommer til at følge op med et par trusler osv. osv... #Sldk",[ 6.6481166  0.5861809 -6.196505 ],[9.9767286e-01 2.3244654e-03 2.6341461e-06]
52,negative,negative,TRUE,Man har i årtier benyttet enhver lejlighed til at sætte brand i gaderne på Nørrebro. Først venstreorienterede autonome og siden indvandrerne fra Mellemøsten. Så det er en kultur der har eksisteret længe før nogen kendte til Rasmus Paludan. Han er blot en dårlig undskyldning.,[ 9.128837  -3.5807319 -4.437906 ],[9.9999571e-01 3.0220585e-06 1.2824398e-06]
53,positive,neutral,MISS,"Ja, kan du ikke bare være enig i det mest effektive tiltaket, så er vi ferdig? ;)",[ 2.2115586 -5.920015   3.835937 ],[1.6459396e-01 4.8407917e-05 8.3535767e-01]
54,negative,negative,TRUE,"T.e. ved at læse tweets og svar som dine med fascistiske og racistiske undertoner. Og den undren det giver når danskere, som ellers virker til at være veluddannede og intelligente, kan få så menneskefjendske holdninger. Det er ikke mit Danmark mere. Lev vel.",[ 9.317696  -3.9700613 -4.0817165],[9.9999678e-01 1.6951147e-06 1.5160302e-06]
55,negative,negative,TRUE,"Rygning ... ja lad os endelig putte mere skat i statskassen så skattestyrelsen kan forpurre dem efterfølgende , mine cigaretter koster næsten 50 kr så prisen er fordoblet de sidste 10-12 år har det hjulpet staten burde ikke blande sig og hvad bliver det næste rødvin ? Slik ?",[ 9.501806  -5.252435  -3.1457314],[9.9999642e-01 3.9112231e-07 3.2154578e-06]
56,negative,negative,TRUE,"“Han sov på gaden, når han ikke vandt i lodtrækningen om at få en plads i et herberg for natten, har han forklaret”.
Vi kan ikke være det bekendt, at der må trækkes lod. Tak for frifindelse",[ 1.1674659  -0.5139029  -0.50566065],[0.7279194  0.13547966 0.13660093]
57,negative,positive,MISS,"Ganske kort og simpelt: hvis det er så fandens korrekt, alt det du får braldret af dig, hvorfor er det så, at stemmerne flyver fra jer som lort fra spædekalve? Gi' dig gerne god tid. Og vær nu varsom med at svine dine vælgere til 😆😉👍",[ 9.249327  -4.73557   -3.3448381],[9.9999583e-01 8.4417934e-07 3.3917349e-06]
58,neutral,neutral,TRUE,Stormen Pabuk dræber to ældre og en fisker i Thailand,[-0.24453695  5.623161   -4.4944715 ],[2.8212832e-03 9.9713838e-01 4.0246094e-05]
59,positive,positive,TRUE,Det ser spændende ud! Men for en god ordens skyld: Det er og der holder konferencen. Vi er bare skriverkarle :-),[-4.8805842 -3.1272635  7.05858  ],[6.5293157e-06 3.7698599e-05 9.9995577e-01]
60,negative,positive,MISS,Kan næsten ikke følge med efterspørgslen: 'Vestjyden' går som varmt brød (Dette er en plus-artikel),[ 1.69793    1.6657227 -3.4277701],[0.506522   0.49046823 0.00300978]
61,negative,negative,TRUE,"Når vi nu ikke ved, hvornår der er Folketingsvalg (@USER?), kan vi jo meget passende forberede os til den 26. maj, hvor vi stemmer om noget, der er MINDST ligeså vigtigt #dennegangstemmerjwg #eudk",[ 6.648647   0.1481312 -5.851109 ],[9.9849594e-01 1.5004043e-03 3.7219565e-06]
62,positive,positive,TRUE,Jeg føler at 2019 starter overordentligt godt :),[-3.5739498 -4.4992867  7.1192856],[2.2697242e-05 8.9971381e-06 9.9996829e-01]
63,positive,positive,TRUE,Lækre detaljer i brilleetuier og pudseklude 😍,[-5.5431333 -1.6217806  6.239238 ],[7.6350234e-06 3.8532968e-04 9.9960703e-01]
64,neutral,positive,MISS,Enig. En true detective podcast. det er lige dig ? :),[ 1.1428722  4.054456  -5.0035086],[5.1578198e-02 9.4831139e-01 1.1044016e-04]
65,positive,negative,MISS,"Tillykke til @USER. Førstepladsen for desperation, misbrug af embedsværk og største politiske selvmål i #dkpol 😂😂",[-0.12148037 -5.582778    5.3582892 ],[4.1528973e-03 1.7641685e-05 9.9582940e-01]
66,neutral,negative,MISS,"Orban er en 'klaphat', men vil beholde ham i EPP-gruppen i Europa-Parlamentet, efter Juncker opfordrer til at man smækker den konservative dør i -&gt;",[-3.1307027  6.94658   -3.650863 ],[4.2020623e-05 9.9993289e-01 2.4978133e-05]
67,neutral,neutral,TRUE,Forsker: Udvisket arbejderklasse gør alle partier til arbejderpartier,[ 2.0286586  3.6169467 -5.061844 ],[1.6960093e-01 8.3025783e-01 1.4127389e-04]
68,positive,neutral,MISS,"Det er en fin anledning, jeg kan godt huske den del, fra jeg selv stod der. Det var mere for de tilfælde, hvor ingen prøver eller holder øje med den slags, og man så fx lige skal finde faren og derfor har brug for at vide hvornår, det kan være sket.",[-3.5439913 -2.9255016  5.158369 ],[1.6611425e-04 3.0832831e-04 9.9952555e-01]
69,positive,positive,TRUE,Jeg ville ihvertfald. Om nødvendigt ville jeg være parat til at kalde min ufødte datter Oscar.,[-2.1206782 -2.4678466  4.216112 ],[0.00176464 0.00124705 0.99698836]
70,positive,negative,MISS,"Rigtig mange forældre er i tvivl om de mon gør det godt nok. 

Mange er bekymret og går med det selv.

Derfor er dette et rigtig godt initiativ.",[-0.8799284 -2.9911687  3.4327178],[0.01319978 0.00159833 0.9852019 ]
71,neutral,neutral,TRUE,"De politikere, der råbte ""skandale"", var fuldt ud informerede og havde alle oplysninger til rådighed om metodespørgsmål i de nationale test.

Bekræfter kun det gamle ord: Peger du en finger mod andre, vender der tre mod dig.

#dkpol 

[LINK]",[-3.062043   5.853085  -2.5139089],[1.3429193e-04 9.9963331e-01 2.3232795e-04]
72,negative,neutral,MISS,"Her er øjeblikket, der stjal opmærksomheden til Oscar-showet,",[ 2.7128937  2.066815  -3.9021242],[0.65554994 0.34357163 0.0008785 ]
73,neutral,neutral,TRUE,"Jeg deler din overraskelse, selvom jeg kommer jævnligt dernede på deres klatrebaner, så måske burde jeg ikke blive overrasket. På den anden side, er det jo ikke ‘vores’ natur, men hans ejendom.",[ 1.4104337  1.9409983 -3.418799 ],[0.36929196 0.6277564  0.00295162]
74,neutral,neutral,TRUE,"Nogen der har råd mod hold i nakke/skulder?? Der er ligesom en knude, der gør nuller #twitterhjerne",[-5.110395   4.9185805 -0.3454357],[4.3874355e-05 9.9480850e-01 5.1476178e-03]
75,negative,negative,TRUE,"Sort dag. var som den braldrende kammerat på et fodboldhold. Han tisser i badet, får dumme gule kort. Men er også ham, der skyder fra en kropumulig vinkel og scorer. Giver omgang, selvom kontoen er i overtræk. Og som man slet ikke kan undvære, den dag han er væk. #dkmedier",[ 8.509251  -3.0333812 -4.379931 ],[9.9998784e-01 9.7071843e-06 2.5251925e-06]
76,negative,negative,TRUE,"Martin Retov skal stoppe med at brokke sig over det røde kort til Ercec! Ercec har bolden i hænderne og kaster den langt væk. Klart tidsudtræk - og nummer to gule kort til Ercec. Hvis der er nogen, der mangler 'fingerspitzengefühl' i den sag, så er det i hvert fald ikke dommeren.",[ 6.5833116 -1.6245129 -4.1394796],[9.9970549e-01 2.7243260e-04 2.2030423e-05]
77,neutral,neutral,TRUE,Jeg lukkede den faktisk ned inden et møde 😬,[-0.5443481  5.44656   -4.8922777],[2.4950698e-03 9.9747270e-01 3.2270142e-05]
78,neutral,neutral,TRUE,"Det er Paludans egen iscenesættelse.
Han må tale og demonstrere alt det han vil. På steder, der ikke forstyrrer offentlig orden.",[-3.669106   2.883091   0.9547915],[0.00124429 0.87197477 0.12678097]
79,neutral,negative,MISS,"Det komplekse er en afledning. Det er sådan set meget simpelt: Flere hundrede mennesker skal ikke stå og synge sange, der bruger homoseksualitet nedsættende. Det burde være muligt at have en klar holdning til.",[-2.4472828  7.249213  -4.2253566],[6.1494189e-05 9.9992812e-01 1.0390266e-05]
80,negative,neutral,MISS,"Bidrager til dagens forsidehistorie i om at #dkpol skal passe på med at pille ved Velfærdsforliget. Det er meget dyrere for #dkøko at slække på løft af pensionsalder end at lave særordninger for et mindretal af nedslidte til fx 3 mia. kr.
",[ 8.22573   -3.99579   -3.2757547],[9.9998498e-01 4.9232854e-06 1.0114911e-05]
81,negative,negative,TRUE,I de seneste år er de private virksomheders overskud vokset markant. Det er dog mest af alt kommet de få rige til gode. Flertallet af befolkning har adgang til en stadig mindre del af velstanden. Fra 1990 er uligheden steget med 32%. 1/4,[ 3.0012462  0.5021216 -2.6242738],[0.9210125  0.07566753 0.00331996]
82,negative,negative,TRUE,"Synes på en måde alle fangrupper burde gå fælles front mod dette tåbelige valg af DBU. I det mindste finde en løsning hos alle dem som har købt billet til om søndagen som ikke kan.

Er der ikke et nummer til DBU som man kan kontakte!",[ 5.900066  -1.713142  -3.1729155],[9.9939179e-01 4.9358467e-04 1.1465428e-04]
83,negative,positive,MISS,"Gengæld fik jeg bare ud fra at du skrev at nu jeg gjorde grin af dig her, gjorde du grin af mig der. 

Det er også fair nok. ""For the lolz"" er en helt legitim grund :)",[ 8.148603  -4.3828936 -2.9184082],[9.9998081e-01 3.6110346e-06 1.5618865e-05]
84,neutral,neutral,TRUE,"Lig, dildoer og flaskepost: Sære ting, der er blevet fundet i naturen",[-1.0349499  3.7567449 -2.788083 ],[0.00821837 0.99035794 0.00142367]
85,neutral,negative,MISS,"Jeg tog det første semester på uddannelsen, vi var fem studerende på holdet, måske forstår jeg godt at det ikke kan betale sig. Desværre.",[-0.3121878  2.376122  -1.6325669],[0.06260239 0.9206806  0.01671697]
86,neutral,neutral,TRUE,Kan vi stole på i klimakampen? Det spørger i lørdagens leder om @USER’ seneste udtalelser #dkgreen,[-5.218972   7.680023  -2.4236627],[2.5004526e-06 9.9995661e-01 4.0926665e-05]
87,neutral,negative,MISS,"Jarlov tror fejlagtigt, at alle, som er uenige med ham, pr. definition er venstreorienterede. Man er dog ikke nødvendigvis venstreorienteret, bare fordi man er uenig med en kraftigt højredrejet #dkpol",[ 0.95070434  4.3634586  -4.821234  ],[3.1896066e-02 9.6800464e-01 9.9315308e-05]
88,neutral,neutral,TRUE,Lige her kan du se det nye Risbjerg-snit (og måske sidste inden valget bliver udskrevet) #dkpol,[-0.8880258  6.741354  -5.219649 ],[4.8572297e-04 9.9950778e-01 6.3854109e-06]
89,neutral,neutral,TRUE,Dorte Jarlby: Jeg sagde selv fra overfor Klaus Riskær Pedersen,[-1.0711113  7.6397705 -6.158341 ],[1.6475552e-04 9.9983418e-01 1.0173831e-06]
90,positive,neutral,MISS,"Nej, det gør der ikke. Se evt. her: :)",[-5.128135   0.6907244  3.8100405],[1.2570912e-04 4.2312156e-02 9.5756209e-01]
91,negative,negative,TRUE,"Troels Lund siger helt korrekt lige nu i at udenlandske firmaer spekulerer i ikke at registrere sig når de udfører arbejde i Danmark. Men han glemmer, at resultat af at denne regering har sparet massivt på indsatsen mod social dumping og på Arbejdstilsynet. #dkpol",[ 7.7582507 -1.7953322 -5.0475016],[9.9992633e-01 7.0941365e-05 2.7447368e-06]
92,neutral,neutral,TRUE,"Læs mere om samrådet her i 
[LINK]
#Skolechat",[-5.738547   8.555203  -2.8365757],[6.1986589e-07 9.9998808e-01 1.1287768e-05]
93,neutral,positive,MISS,Nordjysk firma står bag Tysklands største solvarmeanlæg,[-3.9898496  7.6741652 -3.5494795],[8.5975207e-06 9.9997807e-01 1.3354380e-05]
94,positive,positive,TRUE,"Tak til alle de politikere, der vil med og os på #arbejde 👍 Vi glæder os til at vise jer, hvorfor vi ser muligheder i alle mennesker. Hvordan vores arbejde gør en forskel.
@USER",[-4.427899  -4.9939814  8.393382 ],[2.7026285e-06 1.5344053e-06 9.9999571e-01]
95,negative,neutral,MISS,Terror i Sri Lanka | Fejl i danske pas | Borgmester befamlet,[ 5.1197324  1.359145  -5.577479 ],[9.7723740e-01 2.2740386e-02 2.2093283e-05]
96,negative,neutral,MISS,"Velfærd og asylansøgere er ikke hinandens modsætninger: 7,5% af BNP kommer fra udenlandsk arbejdskraft. Vi mangler arbejdskraft i Dk. Se link. Væksten går i stå, det tager penge fra velfærd",[ 8.044416  -1.7466325 -5.143253 ],[9.9994218e-01 5.5946941e-05 1.8734524e-06]
97,positive,positive,TRUE,her er mine elevers bud på de vigtigste emner til valget - de er alle førstegangsvælgere! De håber at de bliver hørt! #dkpol,[-3.839139 -4.03891   6.846606],[2.2867660e-05 1.8726765e-05 9.9995840e-01]
98,neutral,neutral,TRUE,Hvor er de handicappede i #sundhedsreform,[-5.156381   7.6180854 -1.9022688],[2.8319566e-06 9.9992383e-01 7.3338088e-05]
99,positive,positive,TRUE,"Jeg tænker, jeg godt kan købe en øl eller to mere, hvis der kommer lidt medvind på kurserne...",[-5.385558    0.79978013  3.3465729 ],[1.4957742e-04 7.2631374e-02 9.2721903e-01]
100,positive,positive,TRUE,"Vi har hørt meget om to nye 🐼🐼 i #dkmedier de sidste par dage. Nu er de endelig landet. Også på 6A'eren. Vi er stolte over at løfte arven videre efter #cphzoo legendariske slange-bus. Hold øje med pandabussen, og se de sort-hvide charmetrolde i ZOO fra 11. april",[-3.811316 -4.486193  7.445722],[1.2915819e-05 6.5769805e-06 9.9998045e-01]
101,negative,neutral,MISS,Man kunne flytte en del af energiafg. over på CO2-afg. Biogas udfordring er pt at den ikke afgiftsmæssigt adskilles fra naturgassen den iblandes. At gasbiler så betaler mere/km i energiafg. end diesel skyldes den ineffektiv motor baseret på benzintek. Det gælder ikke den i link.,[ 4.5604386  2.4547205 -5.671446 ],[8.9142907e-01 1.0853880e-01 3.2094900e-05]
102,positive,positive,TRUE,Fredericia-helt om 2-1: Ekstremt vigtig sejr #1div #FCFredericia,[-5.544209 -3.543023  7.735763],[1.7083436e-06 1.2638031e-05 9.9998569e-01]
103,negative,neutral,MISS,Der er alt for meget at komme efter i den norske (og danske) undergrund!,[ 7.922051  -2.9757888 -4.161471 ],[9.9997592e-01 1.8497709e-05 5.6517465e-06]
104,positive,neutral,MISS,"Der er både 👍 og 👎 i AFC West i vores draftanalyse 🏈

@USER kommer her med sin vurdering af holdenes valg i Nashville 💥 #nfldk #NFLDraft",[-5.916271  -3.4337726  8.149478 ],[7.7860705e-07 9.3208173e-06 9.9998987e-01]
105,neutral,negative,MISS,"Din og andre i din vennekreds udgør ikke noget repræsentivt uddrag - mit opfattelse er nærmere at det er størstedelen som agerer som beskrevet, og det modsatte er enkelte særtilfælde. Men hey, svært at dokumentere - derfor bør du ikke determinere det.",[-1.1936097  6.0970383 -4.714233 ],[6.8140763e-04 9.9929845e-01 2.0156707e-05]
