,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 5.701787 -2.491961 -2.446451],[9.9943477e-01 2.7621974e-04 2.8908104e-04]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-0.66067725  2.6089253  -1.5504701 ],[0.03608594 0.94909203 0.01482197]
23,neutral,negative,MISS,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 0.16989945  0.68021977 -0.8842974 ],[0.33175233 0.5526412  0.11560646]
24,neutral,negative,MISS,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[-2.3174047  3.7922776 -1.4366288],[0.00220455 0.9924764  0.00531906]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 5.2289343  -0.38504443 -4.395855  ],[9.9630117e-01 3.6330435e-03 6.5826047e-05]
26,negative,neutral,MISS,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 1.7679971  1.4397172 -2.4906638],[0.5766006  0.41524553 0.00815384]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 4.295026   -0.29594982 -3.4413648 ],[9.8953116e-01 1.0036771e-02 4.3207360e-04]
28,neutral,negative,MISS,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[ 0.31532702  3.331077   -2.864181  ],[0.04662874 0.9514312  0.00194004]
29,negative,neutral,MISS,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[ 4.867154 -2.487463 -1.588552],[9.9779367e-01 6.3822104e-04 1.5680619e-03]
30,negative,positive,MISS,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[ 3.3551023  -0.35775632 -2.5097287 ],[0.9734774  0.0237603  0.00276224]
31,negative,negative,TRUE,Der er noget skrivere har misforstået. Han skriver en nedsænkning vil give 7000 yderlige pladser og det er AGFS ønske. AGF har ikke noget ønske om at øge kapaciteten til 27000 #ultratwitteragf,[ 3.6818528 -0.6171945 -2.2765207],[0.9840916  0.01336543 0.002543  ]
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[ 0.587078    0.4085968  -0.53905064],[0.46278596 0.3871389  0.15007512]
33,neutral,negative,MISS,"Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....",[ 2.1754088  2.3435073 -3.5376153],[0.4573821  0.5411073  0.00151058]
34,positive,positive,TRUE,"Konkurrencestater kommer i forskellige varianter, og det samme gælder for den danske konkurrencestat 🇩🇰. Nysgerrig? Køb 'Konkurrencestatsministeren' her: #dkpol #dkøko",[-3.6304421  -0.22472446  3.5568388 ],[7.3874998e-04 2.2262901e-02 9.7699827e-01]
35,neutral,neutral,TRUE,"Jo jo, men de kan jo ikke bruges som en overvældende del af holdets succes. De har ydet på visse områder, men har vel ikke været kæmpe profiler.",[-1.5720446   1.9086268  -0.39444947],[0.02722712 0.88437843 0.08839442]
36,neutral,positive,MISS,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-2.3985307  2.5622864 -0.7133316],[0.00670673 0.9571203  0.03617293]
37,positive,positive,TRUE,Det er flot! Træning er heller ikke en særligt stor del af vægttab. Du kan ikke træne dig ud af dårlige spisevaner du skal spise dig ud af dem. Træning er selvfølgelig godt for en masse andre ting så det er helt fint at træne (eller ej).,[-3.8149161 -1.5295544  4.4304814],[2.6171986e-04 2.5725078e-03 9.9716574e-01]
38,positive,neutral,MISS,Online Angst Kursus. Prøv gratis. Ingen binding. Ingen kreditkort. Gå til → #angst #stress #denmark,[-3.2880783  1.0481457  2.058151 ],[0.00348148 0.26604933 0.73046917]
39,positive,neutral,MISS,Det er Robsons store udfordring. Han er dog ret bredt anerkendt som en af de største engelske spillere,[-3.9183383  0.7553237  3.2878835],[6.8687013e-04 7.3556341e-02 9.2575675e-01]
40,negative,negative,TRUE,"Fodboldfans og sange er altså en historie for sig selv! 
Så ufattelig mange sløje tekster og selvkonstruerede ord for at få noget til at lade som om det rimer.",[ 4.491576  -2.4675689 -1.5782475],[9.9674916e-01 9.4682025e-04 2.3040660e-03]
41,neutral,neutral,TRUE,"Det er Torsdag og dermed Premier League i Dart, med runder igen før finalen strammer det til nu.
Se forslag på facebook side",[-2.2701373   2.2658842   0.09825177],[0.0095239  0.88875914 0.10171694]
42,neutral,neutral,TRUE,"Nethandel med Dankort fejrer 20 års fødselsdag i dag. Tilbageblik: Det er i dag 20 år siden, at det første køb med Dankort på nettet blev gennemført. Siden er det blevet til millioner af handler på nettet.",[-3.8206315  2.048019   1.6881042],[0.00166221 0.5880407  0.41029707]
43,neutral,negative,MISS,Det vil sige at laveste fællesnævner hermed er dem det laver balladen.,[ 0.8099648  1.8841517 -2.108673 ],[0.25115412 0.7352817  0.01356413]
44,negative,negative,TRUE,"@USER, hvor er det bare en uklædelig måde du omgår reglerne om kampagnestøtte. Du er jo udmærket klar over, hvad intentionen med loven er. Den burde du som borgerlig leve op til. Åbenhed er en styrke i politik. #dkpol #fv19",[ 3.700464   -3.5422192  -0.29688573],[9.8127764e-01 7.0199574e-04 1.8020423e-02]
45,negative,negative,TRUE,"Meget ærgerligt for Slagelse Kommune, fordi jeg er tæt på byen, hvor jeg kan få arbejdet i Korsør, det er bare et arbejde. De skal kunne tænke sig om.",[ 2.052283  -2.47359    0.2323534],[0.85261494 0.00922978 0.13815531]
46,neutral,neutral,TRUE,"Hvad sker der med i dag, kan ikke komme ind??",[ 0.5893261  4.150567  -3.809452 ],[2.7609704e-02 9.7205091e-01 3.3938815e-04]
47,neutral,negative,MISS,"Men igen; hvor mange opretter en komité og når frem til “nå, ingen vil have mig”?",[-0.00186449  0.8703645  -0.6899456 ],[0.25675416 0.6142168  0.12902908]
48,negative,negative,TRUE,Så er der jo fremtids sikret. Når man ser hvad der sker på vestkysten nemlig ikke en skid så kan jeg godt se hvorfor det bliver gjort. For der må da ikke kystsikres før det er for sent. Så jeg smiler bare.,[ 3.3118205   0.26559943 -3.4550872 ],[0.95357114 0.04533108 0.0010978 ]
49,negative,negative,TRUE,Det hedder at klæbe sig til taburetten man ved er tabt alligevel. Husk I kun blev reddet af DF sidste gang,[ 4.90472   -1.7508506 -2.5296183],[9.9812609e-01 1.2844224e-03 5.8951305e-04]
50,negative,negative,TRUE,Mig heller ikke. Al magt til velfærds argumentet om den enkle fries lykkelige. Lad os i samlet flokkes kor nedlægge denne fucking irriterende natur planeten dyrene og træerne og insekterne der æder vores korn eller er det de vilde fugle. Lad os slaa disse fucking fugle ihjel.,[ 6.032421  -3.1599655 -2.4938774],[9.9970007e-01 1.0178105e-04 1.9812776e-04]
51,negative,positive,MISS,"Tror faktisk der er en hel del fodboldfans i hele DK, der passer på den beskrivelse. Måske ligefrem et par hviiie’ også...? Kudos til VF for at stikke hul - mon ikke det bliver forårets tema? Og DBU kommer til at følge op med et par trusler osv. osv... #Sldk",[ 2.8208256   0.83839625 -3.3159647 ],[0.87727296 0.12083052 0.00189653]
52,negative,negative,TRUE,Man har i årtier benyttet enhver lejlighed til at sætte brand i gaderne på Nørrebro. Først venstreorienterede autonome og siden indvandrerne fra Mellemøsten. Så det er en kultur der har eksisteret længe før nogen kendte til Rasmus Paludan. Han er blot en dårlig undskyldning.,[ 5.418075  -1.7893772 -3.2509406],[9.9908805e-01 7.4036693e-04 1.7167142e-04]
53,positive,neutral,MISS,"Ja, kan du ikke bare være enig i det mest effektive tiltaket, så er vi ferdig? ;)",[-1.222105  -2.4081182  3.536686 ],[0.00848102 0.00259041 0.98892856]
54,negative,negative,TRUE,"T.e. ved at læse tweets og svar som dine med fascistiske og racistiske undertoner. Og den undren det giver når danskere, som ellers virker til at være veluddannede og intelligente, kan få så menneskefjendske holdninger. Det er ikke mit Danmark mere. Lev vel.",[ 6.547547  -2.720695  -3.2258573],[9.9984860e-01 9.4360010e-05 5.6937555e-05]
55,negative,negative,TRUE,"Rygning ... ja lad os endelig putte mere skat i statskassen så skattestyrelsen kan forpurre dem efterfølgende , mine cigaretter koster næsten 50 kr så prisen er fordoblet de sidste 10-12 år har det hjulpet staten burde ikke blande sig og hvad bliver det næste rødvin ? Slik ?",[ 6.1246095 -2.8320727 -2.8462534],[9.9974412e-01 1.2884014e-04 1.2702594e-04]
56,positive,negative,MISS,"“Han sov på gaden, når han ikke vandt i lodtrækningen om at få en plads i et herberg for natten, har han forklaret”.
Vi kan ikke være det bekendt, at der må trækkes lod. Tak for frifindelse",[ 0.48730704 -1.516371    0.91973007],[0.37371647 0.05039135 0.5758922 ]
57,negative,positive,MISS,"Ganske kort og simpelt: hvis det er så fandens korrekt, alt det du får braldret af dig, hvorfor er det så, at stemmerne flyver fra jer som lort fra spædekalve? Gi' dig gerne god tid. Og vær nu varsom med at svine dine vælgere til 😆😉👍",[ 6.3587294 -2.8945842 -2.8693006],[9.998060e-01 9.577516e-05 9.822751e-05]
58,neutral,neutral,TRUE,Stormen Pabuk dræber to ældre og en fisker i Thailand,[ 0.70300454  3.2563555  -2.989049  ],[0.07207201 0.92613196 0.00179609]
59,positive,positive,TRUE,Det ser spændende ud! Men for en god ordens skyld: Det er og der holder konferencen. Vi er bare skriverkarle :-),[-3.6329672   0.08392084  3.4486904 ],[8.1163872e-04 3.3387713e-02 9.6580058e-01]
60,neutral,positive,MISS,Kan næsten ikke følge med efterspørgslen: 'Vestjyden' går som varmt brød (Dette er en plus-artikel),[-0.72839224  2.9866571  -1.5574725 ],[0.02353104 0.96619886 0.01027014]
61,neutral,negative,MISS,"Når vi nu ikke ved, hvornår der er Folketingsvalg (@USER?), kan vi jo meget passende forberede os til den 26. maj, hvor vi stemmer om noget, der er MINDST ligeså vigtigt #dennegangstemmerjwg #eudk",[ 1.6787758  2.0113063 -3.224975 ],[0.41633517 0.5805762  0.00308867]
62,positive,positive,TRUE,Jeg føler at 2019 starter overordentligt godt :),[-2.8290024 -1.7822944  4.3729134],[7.4302620e-04 2.1163316e-03 9.9714065e-01]
63,positive,positive,TRUE,Lækre detaljer i brilleetuier og pudseklude 😍,[-2.9058836 -0.682993   3.2856388],[0.00200472 0.01851153 0.9794837 ]
64,neutral,positive,MISS,Enig. En true detective podcast. det er lige dig ? :),[-0.90633696  1.962285   -0.846208  ],[0.05082668 0.8951967  0.05397658]
65,positive,negative,MISS,"Tillykke til @USER. Førstepladsen for desperation, misbrug af embedsværk og største politiske selvmål i #dkpol 😂😂",[-1.493013  -2.768906   3.7777793],[0.00510597 0.00142549 0.9934685 ]
66,neutral,negative,MISS,"Orban er en 'klaphat', men vil beholde ham i EPP-gruppen i Europa-Parlamentet, efter Juncker opfordrer til at man smækker den konservative dør i -&gt;",[ 1.1606481  1.2923349 -2.1862454],[0.45957056 0.5242556  0.0161739 ]
67,neutral,neutral,TRUE,Forsker: Udvisket arbejderklasse gør alle partier til arbejderpartier,[ 1.0148925  1.6802717 -2.3624501],[0.33564186 0.6529     0.01145816]
68,positive,neutral,MISS,"Det er en fin anledning, jeg kan godt huske den del, fra jeg selv stod der. Det var mere for de tilfælde, hvor ingen prøver eller holder øje med den slags, og man så fx lige skal finde faren og derfor har brug for at vide hvornår, det kan være sket.",[-2.5576763 -1.0521224  2.552969 ],[0.00583826 0.02631099 0.96785074]
69,positive,positive,TRUE,Jeg ville ihvertfald. Om nødvendigt ville jeg være parat til at kalde min ufødte datter Oscar.,[-1.7131329 -0.6591812  2.3804746],[0.0156679  0.04495068 0.93938136]
70,positive,negative,MISS,"Rigtig mange forældre er i tvivl om de mon gør det godt nok. 

Mange er bekymret og går med det selv.

Derfor er dette et rigtig godt initiativ.",[-0.6813221 -1.9404478  1.9588288],[0.0653628  0.01855664 0.91608053]
71,neutral,neutral,TRUE,"De politikere, der råbte ""skandale"", var fuldt ud informerede og havde alle oplysninger til rådighed om metodespørgsmål i de nationale test.

Bekræfter kun det gamle ord: Peger du en finger mod andre, vender der tre mod dig.

#dkpol 

[LINK]",[-0.6461403  1.455427  -0.3936609],[0.09554575 0.7814666  0.12298772]
72,negative,neutral,MISS,"Her er øjeblikket, der stjal opmærksomheden til Oscar-showet,",[ 4.152846  -0.5015512 -2.6983593],[0.9895328  0.00942001 0.0010471 ]
73,positive,neutral,MISS,"Jeg deler din overraskelse, selvom jeg kommer jævnligt dernede på deres klatrebaner, så måske burde jeg ikke blive overrasket. På den anden side, er det jo ikke ‘vores’ natur, men hans ejendom.",[-1.0967836   0.24905737  0.46894667],[0.10386821 0.39900097 0.4971308 ]
74,positive,neutral,MISS,"Nogen der har råd mod hold i nakke/skulder?? Der er ligesom en knude, der gør nuller #twitterhjerne",[-2.1568122   0.30715844  1.3102396 ],[0.02232466 0.26234558 0.71532977]
75,negative,negative,TRUE,"Sort dag. var som den braldrende kammerat på et fodboldhold. Han tisser i badet, får dumme gule kort. Men er også ham, der skyder fra en kropumulig vinkel og scorer. Giver omgang, selvom kontoen er i overtræk. Og som man slet ikke kan undvære, den dag han er væk. #dkmedier",[ 3.9178078  -0.64653677 -2.6962452 ],[0.9883786  0.01029565 0.0013258 ]
76,negative,negative,TRUE,"Martin Retov skal stoppe med at brokke sig over det røde kort til Ercec! Ercec har bolden i hænderne og kaster den langt væk. Klart tidsudtræk - og nummer to gule kort til Ercec. Hvis der er nogen, der mangler 'fingerspitzengefühl' i den sag, så er det i hvert fald ikke dommeren.",[ 2.5912495  -0.04020645 -2.1997528 ],[0.9256879  0.06662509 0.00768703]
77,neutral,neutral,TRUE,Jeg lukkede den faktisk ned inden et møde 😬,[ 0.278584   3.0141199 -2.9492183],[0.06076202 0.93682903 0.00240888]
78,negative,neutral,MISS,"Det er Paludans egen iscenesættelse.
Han må tale og demonstrere alt det han vil. På steder, der ikke forstyrrer offentlig orden.",[ 3.46449    -0.01464257 -2.5021977 ],[0.96768236 0.02983766 0.0024799 ]
79,negative,negative,TRUE,"Det komplekse er en afledning. Det er sådan set meget simpelt: Flere hundrede mennesker skal ikke stå og synge sange, der bruger homoseksualitet nedsættende. Det burde være muligt at have en klar holdning til.",[ 2.2200181  1.7819287 -3.0312479],[0.6058737  0.39095095 0.00317531]
80,negative,neutral,MISS,"Bidrager til dagens forsidehistorie i om at #dkpol skal passe på med at pille ved Velfærdsforliget. Det er meget dyrere for #dkøko at slække på løft af pensionsalder end at lave særordninger for et mindretal af nedslidte til fx 3 mia. kr.
",[ 5.4581585 -1.9610938 -2.7464852],[9.9912781e-01 5.9907424e-04 2.7314280e-04]
81,neutral,negative,MISS,I de seneste år er de private virksomheders overskud vokset markant. Det er dog mest af alt kommet de få rige til gode. Flertallet af befolkning har adgang til en stadig mindre del af velstanden. Fra 1990 er uligheden steget med 32%. 1/4,[ 0.17730416  1.8413687  -1.3517032 ],[0.15390578 0.812735   0.03335919]
82,negative,negative,TRUE,"Synes på en måde alle fangrupper burde gå fælles front mod dette tåbelige valg af DBU. I det mindste finde en løsning hos alle dem som har købt billet til om søndagen som ikke kan.

Er der ikke et nummer til DBU som man kan kontakte!",[ 3.5666478 -1.0263122 -1.7524467],[0.98520213 0.00997305 0.00482472]
83,negative,positive,MISS,"Gengæld fik jeg bare ud fra at du skrev at nu jeg gjorde grin af dig her, gjorde du grin af mig der. 

Det er også fair nok. ""For the lolz"" er en helt legitim grund :)",[ 2.3908577 -1.0797781 -1.1485472],[0.9432824  0.02933349 0.02738405]
84,negative,neutral,MISS,"Lig, dildoer og flaskepost: Sære ting, der er blevet fundet i naturen",[ 1.2404449  0.4380967 -1.5535872],[0.66249335 0.29697928 0.04052741]
85,neutral,negative,MISS,"Jeg tog det første semester på uddannelsen, vi var fem studerende på holdet, måske forstår jeg godt at det ikke kan betale sig. Desværre.",[-2.1303453  1.7614769  0.7253318],[0.01483981 0.7271521  0.25800803]
86,neutral,neutral,TRUE,Kan vi stole på i klimakampen? Det spørger i lørdagens leder om @USER’ seneste udtalelser #dkgreen,[-1.0364639  3.3464937 -1.960931 ],[0.01227427 0.982856   0.00486973]
87,negative,negative,TRUE,"Jarlov tror fejlagtigt, at alle, som er uenige med ham, pr. definition er venstreorienterede. Man er dog ikke nødvendigvis venstreorienteret, bare fordi man er uenig med en kraftigt højredrejet #dkpol",[ 1.8878764   0.84171945 -2.3191838 ],[0.7319705  0.25713038 0.0108991 ]
88,neutral,neutral,TRUE,Lige her kan du se det nye Risbjerg-snit (og måske sidste inden valget bliver udskrevet) #dkpol,[ 0.7307761  3.542466  -3.6857018],[5.6656945e-02 9.4265884e-01 6.8422873e-04]
89,negative,neutral,MISS,Dorte Jarlby: Jeg sagde selv fra overfor Klaus Riskær Pedersen,[ 2.2962346  1.2473401 -2.8764858],[0.7374664  0.2583528  0.00418079]
90,positive,neutral,MISS,"Nej, det gør der ikke. Se evt. her: :)",[-3.542719  -0.8161433  4.462443 ],[3.3193215e-04 5.0720763e-03 9.9459606e-01]
91,negative,negative,TRUE,"Troels Lund siger helt korrekt lige nu i at udenlandske firmaer spekulerer i ikke at registrere sig når de udfører arbejde i Danmark. Men han glemmer, at resultat af at denne regering har sparet massivt på indsatsen mod social dumping og på Arbejdstilsynet. #dkpol",[ 2.4856896 -1.5370182 -1.0883148],[0.95607066 0.01711789 0.02681141]
92,neutral,neutral,TRUE,"Læs mere om samrådet her i 
[LINK]
#Skolechat",[-3.6900985  3.2853827  0.7849069],[8.6291193e-04 9.2337775e-01 7.5759396e-02]
93,neutral,positive,MISS,Nordjysk firma står bag Tysklands største solvarmeanlæg,[-1.7260537  4.0447636 -1.9196525],[0.00309959 0.9943463  0.00255402]
94,positive,positive,TRUE,"Tak til alle de politikere, der vil med og os på #arbejde 👍 Vi glæder os til at vise jer, hvorfor vi ser muligheder i alle mennesker. Hvordan vores arbejde gør en forskel.
@USER",[-3.640262  -2.8000503  5.625265 ],[9.4601179e-05 2.1917727e-04 9.9968624e-01]
95,neutral,neutral,TRUE,Terror i Sri Lanka | Fejl i danske pas | Borgmester befamlet,[ 2.2486243  2.3416212 -3.9104097],[0.47628742 0.52270555 0.00100701]
96,negative,neutral,MISS,"Velfærd og asylansøgere er ikke hinandens modsætninger: 7,5% af BNP kommer fra udenlandsk arbejdskraft. Vi mangler arbejdskraft i Dk. Se link. Væksten går i stå, det tager penge fra velfærd",[ 3.7055922 -0.5251598 -2.6142206],[0.98392093 0.01430764 0.00177133]
97,positive,positive,TRUE,her er mine elevers bud på de vigtigste emner til valget - de er alle førstegangsvælgere! De håber at de bliver hørt! #dkpol,[-3.8534894   0.12335756  3.1572871 ],[8.5994613e-04 4.5876890e-02 9.5326316e-01]
98,neutral,neutral,TRUE,Hvor er de handicappede i #sundhedsreform,[-2.5316496   2.4609346   0.92019606],[0.00555941 0.8189935  0.1754471 ]
99,positive,positive,TRUE,"Jeg tænker, jeg godt kan købe en øl eller to mere, hvis der kommer lidt medvind på kurserne...",[-3.5956597  0.6596984  1.9315428],[0.00309673 0.21826367 0.77863955]
100,positive,positive,TRUE,"Vi har hørt meget om to nye 🐼🐼 i #dkmedier de sidste par dage. Nu er de endelig landet. Også på 6A'eren. Vi er stolte over at løfte arven videre efter #cphzoo legendariske slange-bus. Hold øje med pandabussen, og se de sort-hvide charmetrolde i ZOO fra 11. april",[-3.8021755 -2.3157148  5.503547 ],[9.085771e-05 4.017202e-04 9.995074e-01]
101,negative,neutral,MISS,Man kunne flytte en del af energiafg. over på CO2-afg. Biogas udfordring er pt at den ikke afgiftsmæssigt adskilles fra naturgassen den iblandes. At gasbiler så betaler mere/km i energiafg. end diesel skyldes den ineffektiv motor baseret på benzintek. Det gælder ikke den i link.,[ 4.3710566   0.13069543 -3.7225287 ],[9.8550528e-01 1.4193630e-02 3.0106457e-04]
102,positive,positive,TRUE,Fredericia-helt om 2-1: Ekstremt vigtig sejr #1div #FCFredericia,[-3.5661273 -1.8538213  4.6779737],[2.6235334e-04 1.4538897e-03 9.9828374e-01]
103,negative,neutral,MISS,Der er alt for meget at komme efter i den norske (og danske) undergrund!,[ 3.4883285 -1.2700168 -1.9579709],[0.98727196 0.00847059 0.00425735]
104,positive,neutral,MISS,"Der er både 👍 og 👎 i AFC West i vores draftanalyse 🏈

@USER kommer her med sin vurdering af holdenes valg i Nashville 💥 #nfldk #NFLDraft",[-5.023344   0.5421241  4.2224593],[9.4133189e-05 2.4592072e-02 9.7531384e-01]
105,neutral,negative,MISS,"Din og andre i din vennekreds udgør ikke noget repræsentivt uddrag - mit opfattelse er nærmere at det er størstedelen som agerer som beskrevet, og det modsatte er enkelte særtilfælde. Men hey, svært at dokumentere - derfor bør du ikke determinere det.",[-0.16623965  3.1531034  -2.507021  ],[0.0347966  0.96185416 0.00334926]
106,negative,neutral,MISS,"forskerzonen: RT @USER: Ja, det er vildt, så stort universet er: Et lysår = ca. 9.400 mia. km. Det sorte hul i Messier 87('en nær galakse') = 55 mio. lysår væk. Det svarer altså til en afstand på 9.400 mia x 55 mio. km = 522.000.000.000 mia. km (Til …",[ 3.6997051 -1.0176395 -2.570635 ],[0.9892855  0.00884311 0.00187132]
107,positive,neutral,MISS,RT @USER: Er du fra Syd- og Sønderjylland og tæt på #NotreDame lige nu? Så vil gerne tale med dig,[-4.1525607  1.328365   2.3172467],[0.00112812 0.27082717 0.72804475]
108,neutral,neutral,TRUE,Københavns Lufthavn starter historisk stor udbygning til 4 mia. kr. #dkbyg #dkpol #dkbiz,[-2.85359     3.1350572   0.03502957],[0.00239324 0.95460373 0.04300295]
109,negative,negative,TRUE,"""Registreringsafgiften på biler og motorcykler skal sænkes fra 180 til 150 procent""
Den er jo allerede blevet sat til 150% ?
hvad er det her for noget fis?",[ 2.104369   1.6374434 -2.6010683],[0.61125714 0.38321346 0.00552941]
