,language,score,tweets,original_tweet,tweet_len,ttr,new_topic,probabilities
36,da,0.9999948907714279,asfaltaftalen får skarp kritik den skal være meget mere grøn regeringen og dansk folkeparti vækker frustration i rød blok hvor glæder sig til at rulle aftalen tilbage efter et valg med muligt rødt flertal citat berlingske kun for abonnenter dkpol dkmedier,"#Asfaltaftalen får skarp kritik: 
""Den skal være meget mere grøn. Regeringen og Dansk Folkeparti vækker frustration i rød blok, hvor @USER glæder sig til at rulle aftalen tilbage efter et valg med muligt rødt flertal.""
Citat: Berlingske kun for abonnenter
#dkpol #dkmedier",41,1.0,5,0.1845379460617252
37,da,0.9999954940597086,den foreløbige tidshorisont er at ændringerne gælder til og med fredag d rejseplanen opdateres med ændringerne i løbet af onsdag formiddag,"Den foreløbige tidshorisont er, at ændringerne gælder til og med fredag d. 26/4.

Rejseplanen opdateres med ændringerne i løbet af onsdag formiddag. [LINK]",21,0.9047619047619048,8,1.0
38,da,0.9999960217817034,mere barsel bliver øremærket vil ikke hænge sammen hos os siger far,"Mere barsel bliver øremærket - vil ikke hænge sammen hos os, siger far [LINK] [LINK]",12,1.0,0,0.46213597707698884
39,da,0.999995257885482,det er imponerende at rojo kigger tilbage på anderson to gange inden anderson helt udækket kan prikke bolden i mål lad mig gætte på at han ikke er på old trafford efter sommerpausen pldk,"Det er imponerende, at Rojo kigger tilbage på Anderson to gange, inden Anderson helt udækket kan prikke bolden i mål. Lad mig gætte på at han ikke er på Old Trafford efter sommerpausen. #pldk",34,0.8529411764705882,0,1.0
40,da,0.9999966607674464,mon ikke vi alle har vores små diagnoser jeg tror mest af alt hans diagnoser er af de lette slags og at han mest af alt er ondskabsfuld,"@USER @USER Mon ikke vi alle har vores små diagnoser, jeg tror mest af alt hans diagnoser er af de lette slags og at han mest af alt er ondskabsfuld.",28,0.7857142857142857,0,1.0
41,da,0.9999960031231119,en aab legende siger stop sldk,RT @USER: En AaB-legende siger stop #sldk [LINK],6,1.0,0,1.0
42,da,0.9999960402030813,at der skal være plads til udemokratiske religiøse nazister foran landets parlament siger alt om den seneste generation af landsforræderiske politikere dkpol tagdanmarktilbage islam,At der skal være plads til udemokratiske religiøse nazister foran landets parlament siger alt om den seneste generation af landsforræderiske politikere #dkpol #TagDanmarkTilbage #islam,24,1.0,-1,0.2641587339911089
43,da,0.9999941588538463,det kunne være en super drøm ingen tvivl om det men vi skal vente noget tid før det sker da vi procent kommer ind på stabilitet som stadigvæk halter lige pt dog er jeg overrasket over at der er ikke sket de helt store udsving fra det afsluttende cph games,"@USER @USER @USER Det kunne være en super drøm, ingen tvivl om det.

Men vi skal vente noget tid før det sker da vi 100 procent kommer ind på stabilitet som stadigvæk halter lige pt. Dog er jeg overrasket over at der er ikke sket de helt store udsving fra det afsluttende CPH Games.",50,0.9,0,0.47486136448333
44,da,0.9999962924078237,endnu en gang må man spørge sig selv om hvorfor denne type virksomhed ikke kan noteres i danmark fremfor i sverige jeg tror det er aktiesparekonto kultur og manglende fokus på de spændende små virksomheder på den danske børs iværksamf,"Endnu en gang må man spørge sig selv om, hvorfor denne type virksomhed ikke kan noteres i Danmark fremfor i Sverige. Jeg tror det er aktiesparekonto, kultur og manglende fokus på de spændende små virksomheder på den danske børs #iværksamf [LINK]",40,0.95,-1,0.10639865374560484
45,da,0.9999940930234644,breaking news søren espersen df indrømmer at islam styrer og gir os hygge og dans han er rykket væk fra hans normale klamme racistiske og dumme opslag mod islam og indrømmer nu at islam også kan være dans og hygge se det ville være breaking,"BREAKING NEWS!
Søren Espersen (DF), indrømmer, at Islam styrer og gir os hygge og dans. Han er rykket væk fra hans normale klamme, racistiske og dumme opslag mod Islam og indrømmer nu, at Islam også kan være dans og hygge.
Se, DET ville være BREAKING 😁😂

[LINK] [LINK]",45,0.7333333333333333,1,1.0
46,da,0.9999941235659733,godt med lidt staldtips til os der aldrig nåede på griku,"@USER @USER @USER Godt med lidt staldtips til os, der aldrig nåede på GRIKU 😀",11,1.0,0,0.4423003745273697
47,da,0.9999934177599025,to montenegrinske stjerner skifter til europæisk storklub,To montenegrinske stjerner skifter til europæisk storklub - [LINK] [LINK],7,1.0,1,0.2168400921112576
48,da,0.9999963143198144,netop min tanke kan det være en slags happening der skal skabe opmærksomhed om misinformation på nettet før valgene,"@USER Netop min tanke. Kan det være en slags happening, der skal skabe opmærksomhed om misinformation på nettet før valgene?",19,1.0,1,0.536337690121523
49,da,0.9999938015902057,hvordan sætter vi strøm til et grønnere danmark få svar fra og når vi inviterer til valgdebat sammen med d marts dkpol dkgreen dkenergi,"Hvordan sætter vi strøm til et grønnere Danmark? Få svar fra @USER @USER @USER @USER og @USER, når vi inviterer til valgdebat sammen med @USER d. 25. marts ➤ [LINK] #dkpol #dkgreen #dkenergi [LINK]",24,0.9166666666666666,5,0.6700325324051891
50,da,0.9999926402543844,skål og fremragende navneskift,"@USER Skål, og fremragende navneskift",4,1.0,0,0.4425643211777057
51,da,0.9999941879136194,itunes er det in for iphone spørger sikkert dumt me hvordan anmelder jeg det med en samsung for selvfølgelig skal i have stjerner,"@USER ITunes er det in for iPhone?? Spørger sikkert dumt me hvordan anmelder jeg det med en Samsung?
For selvfølgelig skal i have 5 stjerner💛💙",23,0.9130434782608695,3,1.0
52,da,0.9999958997353648,tænk du går så meget op i at støtte løgne men det siger jo mere om dig end lærerne og eleverne,@USER @USER @USER Tænk du går så meget op i at støtte løgne men det siger jo mere om dig end lærerne og eleverne.,21,1.0,0,1.0
53,da,0.9999940429899589,det er helt ude i hampen df og regeringen har tilsyneladende ingen jordforbindelse mere udrejsecenteret kan df og regeringen kun holde sig selv ud tilsyneladende da man vil oprette en lejer på en ø som man så vil sørge for at der er så få afgange til som muligt det er sygt,"Det er helt ude i hampen, DF og regeringen har tilsyneladende ingen jordforbindelse mere. Udrejsecenteret, kan DF og regeringen kun holde sig selv ud tilsyneladende, da man vil oprette en lejer på en ø, som man så vil sørge for at der er så få afgange til som muligt det er sygt [LINK]",52,0.7692307692307693,-1,0.13287948540890585
54,da,0.9999960019186697,udsigt til nye besparelser i kommunens budget,Udsigt til nye besparelser i kommunens budget [LINK],7,1.0,2,0.5967215803140109
55,da,0.9999947676494191,desværre så kan de jo så nu bruge det som bevis på at kriminelle lømler sætter dagsordenen og blablabla for dem er det en win win og det er samfundet der taber,"@USER Desværre, så kan de jo så nu bruge det som bevis på at kriminelle lømler sætter dagsordenen og blablabla. For dem er det en win win og det er samfundet der taber",32,0.8125,-1,0.26110702528705265
56,da,0.9999953629251092,hele vores flygtningesystem fra efter anden verdenskrig fungerer stadig vi har i fn netop opdateret i vedtaget migrationspagt tak talop epvalg eudk ep dk dkpol,Hele vores flygtningesystem fra efter anden verdenskrig fungerer stadig. Vi har i FN netop opdateret i 2018 vedtaget migrationspagt. (Tak @USER #talop) [LINK] #epvalg19 #eudk #ep19dk #dkpol,25,0.96,4,0.6807462258382945
57,da,0.9999954215019189,alt for længe har homofobien fået lov at være en integreret del af sportsverdenen med fodbold i spidsen det er forrykt når børn og unge lærer at homofobisk jargon hører hjemme på stadion i klubben på banen og i,"Alt for længe har homofobien fået lov at være en integreret del af sportsverdenen, med fodbold i spidsen. 

Det er forrykt når børn og unge lærer at homofobisk jargon hører hjemme på stadion, i klubben, på banen og i... [LINK]",39,0.8717948717948718,-1,0.1092061294537544
58,da,0.9999963581778216,jeg er ikke specielt uenig men to ting jeg vil ikke være med til at sætte lighedstegn ml sexarbejdere og kvinder og vi behøver slet ikke diskutere om sexkøb lever af og re producere undertrykkelse og ødelagte liv men jeg ser ikke et forbud som en løsning,@USER @USER @USER @USER Jeg er ikke specielt uenig. Men to ting: Jeg vil ikke være med til at sætte lighedstegn ml. sexarbejdere og kvinder. Og vi behøver slet ikke diskutere om sexkøb lever af og re-producere undertrykkelse og ødelagte liv. Men jeg ser ikke et forbud som en løsning.,47,0.8085106382978723,-1,0.1357255030536101
59,da,0.9999925550144342,æh hvor er de såkaldte højreradikale der er ikke n voldelig demonstration fra nogen højreradikale de seneste år nævn en det er en myte vi har en ekstrem voldelig venstrefløj som har taget side med islamisterne og for dem er alle normale personer højreradikale,"@USER @USER æh, hvor er de såkaldte ""højreradikale""?

Der er ikke én voldelig demonstration fra nogen højreradikale de seneste 25 år!? nævn en?

Det er en myte, vi har en ekstrem voldelig venstrefløj, som har taget side med islamisterne, og for dem er alle ""normale"" personer højreradikale",44,0.7727272727272727,1,0.34801155035465814
60,da,0.9999958317402974,massiv kø efter uheld på køge bugt motorvejen,Massiv kø efter uheld på Køge Bugt-motorvejen [LINK] [LINK],8,1.0,8,1.0
61,da,0.9999969556666612,rødovre centrum michael jackson strategien som den hedder,"@USER @USER Rødovre Centrum-Michael Jackson-strategien, som den hedder",8,1.0,-1,0.26172819523343954
62,da,0.9999954942546533,har du mon tænkt på at der er mennesker der arbejder og har brug for biler vi kan jo ikke allesammen leve af at dyrke grønsager i stuen for at få føden,"@USER @USER @USER Har du mon tænkt på at der er mennesker der arbejder og har brug for biler, vi kan jo ikke allesammen leve af at dyrke grønsager i stuen for at få føden",32,0.84375,8,0.4080824615235379
63,da,0.9999936085846709,centraliseringnejtak dkpol pinligt at lytte til vlak df de har ikke styr på noget ikke engang hvor mange ansatte der er i sundhedsvæsnet hvis man har udsultet regionerne i årevis nu tilfører midler som skal gå til nyt central akut og nyt it system virkelig borgernær,"#CentraliseringNejTak #DKPOL
Pinligt at lytte til VLAK+ DF
De har ikke styr på noget, ikke engang hvor mange ansatte der er i sundhedsvæsnet. Hvis man har udsultet regionerne i årevis, nu tilfører midler, som skal gå til nyt central Akut 113 og nyt IT system, virkelig borgernær",46,0.8913043478260869,2,0.2473752659134668
64,da,0.9999937174983234,krimiromaner omdannes til tv serie med helsingør som omdrejningspunkt,"Krimiromaner omdannes til tv-serie med Helsingør som omdrejningspunkt, [LINK] [LINK]",9,1.0,0,0.43951788197721003
65,da,0.9999957679894921,sidder på skt knuds gymnasium og overværer retorik undervisning der sidder en hel klasse som ikke har lyst til at deltage i debatten på sociale medier for kampen er tabt på forhånd det er svært at være saglig når andre ikke er vi deltager kun i debatter for at få ret,"Sidder på Skt. Knuds gymnasium og overværer retorik-undervisning, der sidder en hel klasse, som ikke har lyst til at deltage i debatten på sociale medier, for “kampen er tabt på forhånd” “det er svært at være saglig, når andre ikke er”. “vi deltager kun i debatter for at få ret”",51,0.803921568627451,-1,0.1214422693420148
66,da,0.9999975431568616,begivenhedsrig første halvleg på både godt og ondt fodens scoring må varme enhver enhver cityfans hjerte desværre måtte kdb humpe ud af banen med noget der ligner en forstrækning mancityspurs pldk,"Begivenhedsrig første halvleg på både godt og ondt. Fodens scoring må varme enhver enhver Cityfans hjerte. Desværre måtte KdB humpe ud af banen med noget der ligner en forstrækning. 
#ManCitySpurs #pldk",31,0.967741935483871,1,1.0
67,da,0.9999962771382394,tersløse kirke er blevet vejkirke tersløse kirke er blevet en såkaldt vejkirke det indebærer at kirken året rundt kan besøges af turister og alle interesserede på følgende dage tirsdag onsdag torsdag kl,"Tersløse Kirke er blevet Vejkirke [LINK] Tersløse Kirke er blevet en såkaldt Vejkirke. Det indebærer, at kirken året rundt kan besøges af turister og alle interesserede på følgende dage: Tirsdag-onsdag-torsdag kl. 8-15.",32,0.84375,0,0.35138818261942845
68,da,0.9999932133210295,df vil forbyde skolegang hvis opholdstilladelsen ryger,DF vil forbyde skolegang hvis opholdstilladelsen ryger [LINK] [LINK],7,1.0,7,0.42307032788567556
69,da,0.9999949790778164,det kan være lidt småsvært at være socialdemokrat og finde et parti der repræsenterer en i s danmark men det må da være komplet umulig at være liberal dkpol,"Det kan være lidt småsvært at være socialdemokrat og finde et parti, der repræsenterer en i 2019's Danmark. Men det må da være komplet umulig at være liberal. #dkpol",29,0.8275862068965517,1,0.33184670505379366
70,da,0.8571372074223309,nu gør du et dumt meme politisk i m just here for the lolz d,@USER Nu gør du et dumt meme politisk... I’m just here for the lolz :D,15,1.0,-1,0.26987510197730874
71,da,0.9999981163453727,min pointe er at eu ikke er en afsondret tredjepart det er et fællesskab som danmark indgår i,"@USER @USER Min pointe er, at EU ikke er en afsondret tredjepart. Det er et fællesskab, som Danmark indgår i.",18,0.8888888888888888,4,1.0
72,da,0.9999956511426712,hvad skal dit forbund hedde,Hvad skal dit forbund hedde? [LINK],5,1.0,-1,0.2472572517227492
73,da,0.9999927875652483,ytringsfriheden giver mig så også lov til at gå ind i en synagoge og skrige heil hitler eller at gå ind på cosy bar og skrige dø homosvin men er det det der er meningen med ytringsfriheden,"@USER Ytringsfriheden giver mig så også lov til at gå ind i en synagoge og skrige “heil Hitler”, eller at gå ind på Cosy bar og skrige “dø homosvin”. Men er det det der er meningen med ytringsfriheden?",37,0.7837837837837838,1,1.0
74,da,0.9999963199050872,tv værten abdel aziz mahmoud har købt,"Tv-værten Abdel Aziz Mahmoud har købt [LINK], [LINK] [LINK]",7,1.0,1,1.0
75,da,0.9999969235533858,mindst aflyste afgange letbaneproblemer fortsætter torsdag,Mindst 20 aflyste afgange: Letbaneproblemer fortsætter torsdag [LINK],6,1.0,8,1.0
76,da,0.9999943604914111,spar rejseforsikringen det er trods alt kun meget få der rammes af sygdom og ulykker på ferien dkpol dkmedier,"Spar rejseforsikringen, det er trods alt kun meget få der rammes af sygdom og ulykker på ferien #dkpol #dkmedier [LINK]",19,1.0,6,0.49739194013079707
77,no,0.45765186677379754,men det er jo problematisk uansett om det er billedlig ment det virker jo unektelig som barnet ikke har det så bra she can see carbon dioxide with the naked eye she sees how it flows out of chimneys and changes the atmosphere in a landfill,"@USER @USER @USER Men det er jo problematisk, uansett om det er billedlig ment - det virker jo unektelig som barnet ikke har det så bra?
“She can see carbon dioxide with the naked eye. She sees how it flows out of chimneys and changes the atmosphere in a landfill.”",46,0.8478260869565217,5,0.15070543052523155
78,da,0.9999952037376275,udsolgt til derby en dejlig nyhed som vi er glade og stolte over at kunne præsentere men vi ved erfaringsmæssigt at der kan komme et antal billetter retur så skriv dig på derby ventelisten hvis du vil have muligheden fcklive fckbif,"UDSOLGT TIL DERBY🔥 En dejlig nyhed, som vi er glade og stolte over at kunne præsentere. Men vi ved erfaringsmæssigt, at der kan komme et antal billetter retur, så skriv dig på DERBY-ventelisten, hvis du vil have muligheden #fcklive #fckbif [LINK] [LINK]",41,0.926829268292683,0,0.3559114241476808
79,da,0.5714912941445516,jeg er muligvis sent ude men hvordan gik går valget,"@USER Jeg er muligvis sent ude, men. Hvordan gik/går valget?",10,1.0,1,1.0
80,da,0.9999947622961401,jeg kan huske da en justitsminister blev stillet for en rigsret borgerlig sankesæt er det er smart at snyde det er rigtigt dumt at blive opdaget lov og ret gælder for borgerne ikke borgerlige politikere et borgerligt væsen er i sin grundvold uhæderligt,"Jeg kan huske, da en Justitsminister blev stillet for en rigsret.
Borgerlig sankesæt er 
""Det er smart at snyde, det er rigtigt dumt at blive opdaget."" LOV og RET gælder for borgerne, ikke borgerlige politikere.
Et borgerligt væsen er i sin grundvold uhæderligt. [LINK]",43,0.8372093023255814,1,0.38410832753143387
81,da,0.999995416468269,tror du jeg er åndsvag den der borgerliggørelse af det yderste højre er alt for gennemskuelig og enormt trættende jeg hopper fra her og fokuserer på kærligheden du skulle prøve d t,"@USER @USER @USER Tror du, jeg er åndsvag? Den der borgerliggørelse af det yderste højre, er alt for gennemskuelig og enormt trættende. Jeg hopper fra her, og fokuserer på kærligheden. Du skulle prøve dét.",32,0.875,1,0.36793011209537446
82,da,0.9999939836707992,når man skal beskrive ungdommen for morfar,Når man skal beskrive ungdommen for morfar [LINK] [LINK],7,1.0,-1,0.28816213857770584
83,da,0.9997950041031994,og hvad synes du så søren om måden bager fik de på,"@USER Og hvad synes du så, Søren, om måden Bager fik de 100.000 på?",12,1.0,0,0.46082202010582196
