,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
15,positive,positive,TRUE,"RT @USER: Det gør vi nemlig 💚Kom og del din mening med os🤓
#dkpol #flerevedmere",[-2.1389651 -1.6227853  3.5025141],[0.00351426 0.00588854 0.9905972 ]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 3.5038075 -1.760578  -2.0152085],[0.9909011  0.0051255  0.00397331]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-1.4098392  2.51903   -1.3325325],[0.01889294 0.96069556 0.02041143]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-1.8190541  1.9939716 -0.3964918],[0.01982751 0.8979333  0.08223923]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-2.2374544 -1.534433   3.4995239],[0.0031934  0.00645018 0.9903564 ]
20,neutral,negative,MISS,Enig. Men hvor mange børn skal det også gå ud over? Hvor galt skal det gå før børnene bliver taget alvorligt? #hvorerderenvoksen #dkpol,[ 0.00743993  1.7786131  -1.9866966 ],[0.14257452 0.83801657 0.01940883]
21,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 3.5195045 -1.6764107 -2.1208613],[0.9909911  0.00548924 0.00351957]
22,neutral,negative,MISS,Han er ikke frikendt. Det havde krævet en retssag.,[-0.8835267  2.2469764 -1.5597435],[0.04099363 0.9381595  0.0208468 ]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 3.0087185 -1.063608  -2.1657884],[0.977807   0.01665958 0.00553341]
24,neutral,negative,MISS,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[-0.97895265  2.3220453  -1.5497024 ],[0.03483737 0.945476   0.01968665]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 3.462771  -1.5789441 -2.1624033],[0.9900317  0.00639823 0.00356999]
26,neutral,positive,MISS,"Arealer, der selv springer i skov er ikke i konflikt med gode klimaløsninger, OG de giver sandsynligvis en højere grad af biodiversitet #dkpol #dknatur",[-1.4177178  2.5657053 -1.3711168],[0.01793778 0.9632687  0.01879349]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 3.1615915 -1.1316217 -2.2606335],[0.9822428  0.01341838 0.00433887]
28,neutral,positive,MISS,"Hvis det betyder lovgivning ud fra fakta i stedet for følelser og fornemmelser, så har du min stemme, @USER.",[-2.64112     1.832873    0.49782598],[0.00894568 0.7845922  0.20646214]
29,positive,negative,MISS,Tillykke med sejren. Brøndby er tilbage til start ;-),[-2.1273308 -1.6078674  3.4761958],[0.0036488  0.00613409 0.9902171 ]
30,negative,negative,TRUE,"Når man skal udregne så tager man skatteindtægterne fra alt og alle der arbejder indenfor tobak, det eneste du fatter og glor på er moms og skat plus afgifter ALENE på tobak, men glemmer at de som arbejder med tobak også betaler, så forsæt bare dine løgne",[ 3.3991425 -1.6235465 -2.0164993],[0.9890871  0.00651491 0.00439796]
31,negative,neutral,MISS,Og læste du ikke Niggli et al?,[ 3.276454  -1.3361723 -2.1801875],[0.9860051  0.00978681 0.00420814]
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[ 3.5103512 -1.8291283 -1.959711 ],[0.9910711  0.00475552 0.00417337]
33,negative,negative,TRUE,Techordfører (hvis det findes) og medieordfører fra Dansk Folkeparti. Kunne jo så passende forklare hvad de har gang i #radio24syv,[ 3.3411412 -1.7587073 -1.806    ],[0.9882266  0.00602588 0.00574753]
34,neutral,neutral,TRUE,"Nyt vækstforløb kickstarter innovation i Det Blå Danmark. Fem danske startups er udvalgt til at samarbejde med landets største selskaber i den maritime branche.
[LINK] #dkstartup #dkbiz #cphftw",[-2.1211996   1.9706914  -0.10440166],[0.01462689 0.8754632  0.10990982]
35,neutral,positive,MISS,Danmark genvinder EM-guld i badminton for blandede hold,[-0.54555833  1.5738676  -1.1776772 ],[0.10144231 0.84464467 0.05391298]
36,neutral,positive,MISS,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-1.1091444  2.427752  -1.5132577],[0.02775643 0.9537142  0.01852932]
37,negative,neutral,MISS,det er faktisk ret interessant. Når jeg er afsted alene eller med andre voksne ænser jeg slet ikke sproget. Det er bare en del af stadion-larmen. Når jeg er afsted med ungerne bider jeg virkelig mærke i hvor grimt der snakkes og råbes.,[ 3.2963698 -1.7280577 -1.7687217],[0.98727536 0.00649168 0.006233  ]
38,neutral,neutral,TRUE,Venezuelas præsidentudfordrer får udrejseforbud,[-0.520048   1.9748421 -1.6511987],[0.0743878  0.90161014 0.0240021 ]
39,neutral,negative,MISS,"Det tror jeg nu godt at man kunne få en længere debat omkring, hvem det egentlig er han mener her. Han får et konkret spørsmål, men bruger et generaliserende sprog i hans svar.....

Hvad han egentlig mener, er der nok ikke mange der er i tvivl om.",[-1.2703278  2.605261  -1.5584741],[0.02001572 0.96497935 0.01500482]
40,negative,negative,TRUE,"Fodboldfans og sange er altså en historie for sig selv! 
Så ufattelig mange sløje tekster og selvkonstruerede ord for at få noget til at lade som om det rimer.",[ 3.4119494 -1.8755972 -1.7763594],[0.9894763  0.00500096 0.0055227 ]
41,positive,positive,TRUE,"vil gerne i dialog med SMV’er og start-ups ang deling af data siger Knud Pedersen på DI Energis Årsdag. Dejligt at høre, at der lyttes, når det anbefales at ‘sætte data fri’ #grønvækst",[-2.2263308 -1.5461965  3.498749 ],[0.00323173 0.00637989 0.99038833]
42,neutral,neutral,TRUE,"Nethandel med Dankort fejrer 20 års fødselsdag i dag. Tilbageblik: Det er i dag 20 år siden, at det første køb med Dankort på nettet blev gennemført. Siden er det blevet til millioner af handler på nettet.",[-1.8730226   2.1028354  -0.45398828],[0.01711481 0.9121476  0.07073766]
43,neutral,neutral,TRUE,"⚽️ Der er i dag 6 #fodbold kampe/events mere, der vises direkte:

📺 1 på TV
💻 3 kun på @USER
💻 2 kun på @USER

#dksport #dkbold #sldk #pldk #laliga #seriea #cldk #eldk

🔗",[-1.581424   2.6568923 -1.3453345],[0.0139748  0.96832913 0.01769612]
44,negative,negative,TRUE,"@USER, hvor er det bare en uklædelig måde du omgår reglerne om kampagnestøtte. Du er jo udmærket klar over, hvad intentionen med loven er. Den burde du som borgerlig leve op til. Åbenhed er en styrke i politik. #dkpol #fv19",[ 3.4945245 -1.8168513 -1.9480857],[0.9908217  0.00488984 0.00428845]
45,positive,negative,MISS,"Meget ærgerligt for Slagelse Kommune, fordi jeg er tæt på byen, hvor jeg kan få arbejdet i Korsør, det er bare et arbejde. De skal kunne tænke sig om.",[-0.52113235 -0.25438675  0.6975687 ],[0.17579329 0.22953478 0.59467196]
46,negative,negative,TRUE,"At skulle vælge mellem Lars Løkke og Mette Frederiksen svarer til at skulle vælge mellem en far og en mor, det er enige 90 procent af tiden. #dkpol",[ 1.1612418  0.8711043 -2.2243178],[0.5611611  0.41983873 0.01900018]
47,neutral,positive,MISS,Det vil jeg gerne kigge på.,[-0.6452518  1.8659157 -1.3960117],[0.07250942 0.8932656  0.03422501]
48,negative,negative,TRUE,Så er der jo fremtids sikret. Når man ser hvad der sker på vestkysten nemlig ikke en skid så kan jeg godt se hvorfor det bliver gjort. For der må da ikke kystsikres før det er for sent. Så jeg smiler bare.,[ 2.3388867  -0.37604028 -2.1436012 ],[0.9280613  0.06144675 0.01049197]
49,negative,negative,TRUE,Det hedder at klæbe sig til taburetten man ved er tabt alligevel. Husk I kun blev reddet af DF sidste gang,[ 3.4940312 -1.842007  -1.9134601],[0.9907879  0.00477055 0.00444158]
50,negative,negative,TRUE,Mig heller ikke. Al magt til velfærds argumentet om den enkle fries lykkelige. Lad os i samlet flokkes kor nedlægge denne fucking irriterende natur planeten dyrene og træerne og insekterne der æder vores korn eller er det de vilde fugle. Lad os slaa disse fucking fugle ihjel.,[ 3.4681373 -1.7370951 -1.989414 ],[0.9903424  0.00543477 0.00422281]
51,negative,negative,TRUE,"Svar nu: hvem var det der brændte gaderne af, lavede hærværk? #dkpol #SelvIdioterHarYtringsfrihed",[ 3.5037436 -1.7613398 -2.0093567],[0.99088144 0.00512183 0.0039968 ]
52,negative,positive,MISS,"Det er da super, dine øjne er da vigtigere and valgkampen. Og bliver du ikke 100% brillefri går vel endda.",[ 2.8071184 -1.9247862 -1.0365318],[0.9706618  0.00855122 0.020787  ]
53,positive,neutral,MISS,"Ja, kan du ikke bare være enig i det mest effektive tiltaket, så er vi ferdig? ;)",[-2.049121  -1.6628559  3.460621 ],[0.00400707 0.0058963  0.9900967 ]
54,negative,negative,TRUE,"T.e. ved at læse tweets og svar som dine med fascistiske og racistiske undertoner. Og den undren det giver når danskere, som ellers virker til at være veluddannede og intelligente, kan få så menneskefjendske holdninger. Det er ikke mit Danmark mere. Lev vel.",[ 3.5237331 -1.7938533 -2.0083823],[0.9912156  0.00486149 0.00392284]
55,negative,negative,TRUE,"Rygning ... ja lad os endelig putte mere skat i statskassen så skattestyrelsen kan forpurre dem efterfølgende , mine cigaretter koster næsten 50 kr så prisen er fordoblet de sidste 10-12 år har det hjulpet staten burde ikke blande sig og hvad bliver det næste rødvin ? Slik ?",[ 3.4863393 -1.7434767 -1.9967386],[0.9905786  0.00530406 0.00411736]
56,positive,negative,MISS,"“Han sov på gaden, når han ikke vandt i lodtrækningen om at få en plads i et herberg for natten, har han forklaret”.
Vi kan ikke være det bekendt, at der må trækkes lod. Tak for frifindelse",[-2.2385197 -1.0990204  3.084494 ],[0.00478181 0.01494411 0.9802741 ]
57,negative,positive,MISS,"Ganske kort og simpelt: hvis det er så fandens korrekt, alt det du får braldret af dig, hvorfor er det så, at stemmerne flyver fra jer som lort fra spædekalve? Gi' dig gerne god tid. Og vær nu varsom med at svine dine vælgere til 😆😉👍",[ 2.7306964 -1.4857165 -1.4013513],[0.97011894 0.01431067 0.01557039]
58,neutral,negative,MISS,"Det samme er forsvar for den udlændingepolitik, der er blevet ført i dette land i de sidste 36 år, og som har ført til de massive problemer vi nu ser.",[-1.518295   2.6903918 -1.4218296],[0.01441557 0.969709   0.01587546]
59,positive,positive,TRUE,Det ser spændende ud! Men for en god ordens skyld: Det er og der holder konferencen. Vi er bare skriverkarle :-),[-2.064965  -1.6940317  3.4924853],[0.00382248 0.0055391  0.9906384 ]
60,negative,negative,TRUE,Jo mere vi alle fokuserer på Nørrebro des mere glemmer vi at holde øje med den økonomiske elites fiflerier. Det er en udmærket strategi for de borgerlige. Ikke noget vi i S skal hoppe med på.,[ 3.4613621 -1.7644886 -1.9492005],[0.99025106 0.00532338 0.00442556]
61,negative,negative,TRUE,"Når vi nu ikke ved, hvornår der er Folketingsvalg (@USER?), kan vi jo meget passende forberede os til den 26. maj, hvor vi stemmer om noget, der er MINDST ligeså vigtigt #dennegangstemmerjwg #eudk",[ 3.4673479 -1.6501216 -2.076474 ],[0.9901944  0.00593242 0.00387319]
62,positive,positive,TRUE,Jeg føler at 2019 starter overordentligt godt :),[-2.1320777 -1.6023505  3.4935415],[0.00356961 0.00606288 0.99036753]
63,positive,positive,TRUE,Det er en del af planen:),[-2.434452  -1.1556282  3.3223083],[0.0031161  0.0111943  0.98568964]
64,positive,positive,TRUE,Enig. En true detective podcast. det er lige dig ? :),[-2.3445415 -1.3868004  3.4765313],[0.00293307 0.00764301 0.98942393]
65,positive,negative,MISS,"Tillykke til @USER. Førstepladsen for desperation, misbrug af embedsværk og største politiske selvmål i #dkpol 😂😂",[-1.2263681  -0.32225978  1.4994532 ],[0.05336556 0.13179845 0.814836  ]
66,neutral,neutral,TRUE,John Lammers kan komme til at undvære en af sine profiler mod FC Nordsjælland. #sldk,[-1.0099711  2.5471747 -1.7594851],[0.02737058 0.95969415 0.01293524]
67,neutral,neutral,TRUE,"Nej, men måske kan de overtales til at genindføre armslængdeprincippet i udbud som dette.",[-0.28419945  2.0321047  -1.9451424 ],[0.08827609 0.894955   0.0167689 ]
68,neutral,neutral,TRUE,"35. En frisparkskombination ender ved Greve bagerst i feltet. Han finder Schoop, men anføreren sender bolden forbi. (0-0) #AGFVB #sldk #VejleB",[-2.2740111  2.5181181 -0.536015 ],[0.00785893 0.9474556  0.0446854 ]
69,positive,neutral,MISS,"Aktivister og politikeres misforståede kamp for et særligt syn på kronisk træthedssyndrom kan ende med, at fagfolk dropper hjælpen og skrinlægger deres søgen efter bedre behandling. Meget tankevækkende artikel af #dksundhed #dkpol #dkvid",[-1.4113925 -1.635951   2.8627963],[0.01358313 0.01085114 0.97556573]
70,neutral,negative,MISS,"Det må man sige. Grauhunden var også noget billigere, kostede 3 mio. kr.",[-1.0342041  2.393714  -1.5675125],[0.03086507 0.9510276  0.01810732]
71,positive,positive,TRUE,"Rødbede smager skønt sammen med fårefeta, og derfor skal de to kombineres i vores salat:",[-2.5092955 -1.0695747  3.290268 ],[0.00298174 0.01258149 0.98443675]
72,negative,neutral,MISS,"Vi peger jo ikke på S, så vi skal ikke - som de øvrige opppartier - forhandle om et regeringsgrundlag. Vi vil til gengæld tilkendegive om vi på baggrund af et reg.grundlag kunne finde på at vælte en regering (lige meget hvilken den er). Og her betyder udlændingepolitikken noget",[ 2.2397285  -0.35214913 -2.0154982 ],[0.91821533 0.06875534 0.01302936]
73,positive,neutral,MISS,"Det spejler sig i spørgsmålet til Møller: Vil du være enig i, at det oplyser Koch at diskutere hans forhold til Grønbech. Det er jo ikke svært for doktoranden at give ham ret i. Det giver en venlig og samtalende diskussion.",[-2.2360706 -1.3788828  3.3651836],[0.00364801 0.00859662 0.98775536]
74,negative,neutral,MISS,"Nogen der har råd mod hold i nakke/skulder?? Der er ligesom en knude, der gør nuller #twitterhjerne",[ 3.2546608 -1.2386361 -2.2544053],[0.98499495 0.0110159  0.00398912]
75,negative,negative,TRUE,"Sort dag. var som den braldrende kammerat på et fodboldhold. Han tisser i badet, får dumme gule kort. Men er også ham, der skyder fra en kropumulig vinkel og scorer. Giver omgang, selvom kontoen er i overtræk. Og som man slet ikke kan undvære, den dag han er væk. #dkmedier",[ 3.3877573 -1.6569207 -1.9686166],[0.98896176 0.00637241 0.00466591]
76,positive,neutral,MISS,"Novra, for et selvmål. Selvhattrick, faktisk. 😳🙄",[-1.5607929 -1.8131834  3.1611373],[0.00875949 0.00680561 0.9844349 ]
77,positive,neutral,MISS,Jeg lukkede den faktisk ned inden et møde 😬,[-2.0372624 -1.5793554  3.3729177],[0.00441984 0.00698671 0.98859346]
78,neutral,neutral,TRUE,"Jeg tror, at Solbakken vil kæmpe hårdt for at få den rigtige mand, så jeg ved ikke, hvis det glipper med Mudrazija. Men i sommerens vindue prøvede FCK jo med Tibbling på sidste dag. Så det var ikke rigtig et klart svar desværre.",[-1.8101461  2.1644096 -0.595762 ],[0.01736271 0.92415583 0.05848142]
79,negative,negative,TRUE,"Det komplekse er en afledning. Det er sådan set meget simpelt: Flere hundrede mennesker skal ikke stå og synge sange, der bruger homoseksualitet nedsættende. Det burde være muligt at have en klar holdning til.",[ 3.1558716 -1.1628296 -2.2140563],[0.98234576 0.01308206 0.0045723 ]
80,neutral,positive,MISS,Verdo bøjer sig: Betaler 235 mio. kr. til sine varmekunder,[-1.1629444  2.5755708 -1.6265208],[0.02290186 0.9626922  0.01440596]
81,neutral,negative,MISS,I de seneste år er de private virksomheders overskud vokset markant. Det er dog mest af alt kommet de få rige til gode. Flertallet af befolkning har adgang til en stadig mindre del af velstanden. Fra 1990 er uligheden steget med 32%. 1/4,[-1.6052849  2.8005943 -1.4394318],[0.01188898 0.97407734 0.01403374]
82,neutral,neutral,TRUE,"Tænker at hans alder og det faktum, at han ikke kan hyres på forskerordning taler for det.",[-0.21165599  1.6435916  -1.5903105 ],[0.13080105 0.83624786 0.03295105]
83,negative,positive,MISS,"Gengæld fik jeg bare ud fra at du skrev at nu jeg gjorde grin af dig her, gjorde du grin af mig der. 

Det er også fair nok. ""For the lolz"" er en helt legitim grund :)",[ 3.1192868 -1.9114472 -1.4106581],[0.9829795  0.0064228  0.01059777]
84,positive,positive,TRUE,RT @USER: Jeg laver ok fine børn. Her er Rod. Han er det. Han hedder det.,[-2.046136  -1.6791713  3.4635074],[0.00400791 0.00578481 0.99020725]
85,positive,negative,MISS,"Jeg tog det første semester på uddannelsen, vi var fem studerende på holdet, måske forstår jeg godt at det ikke kan betale sig. Desværre.",[-2.939355   0.8294258  1.7497829],[0.00653225 0.28302422 0.71044356]
86,neutral,neutral,TRUE,Kan vi stole på i klimakampen? Det spørger i lørdagens leder om @USER’ seneste udtalelser #dkgreen,[-1.1909958  2.5316534 -1.5523016],[0.02321769 0.9606051  0.01617729]
87,negative,negative,TRUE,"Jarlov tror fejlagtigt, at alle, som er uenige med ham, pr. definition er venstreorienterede. Man er dog ikke nødvendigvis venstreorienteret, bare fordi man er uenig med en kraftigt højredrejet #dkpol",[ 2.0188503   0.06263454 -2.2735069 ],[0.865752   0.12241081 0.01183713]
88,neutral,neutral,TRUE,Lige her kan du se det nye Risbjerg-snit (og måske sidste inden valget bliver udskrevet) #dkpol,[-1.2670732  2.2755294 -1.2440909],[0.02733735 0.94468975 0.0279729 ]
89,neutral,negative,MISS,Du kan være enig eller uenig i Amalie Haves ræsonnement ift kunstnere. Men Den Korte Radioavis har i ugevis ringet til Amalie direkte fra radioprogrammet og udenfor sendetid samt publiceret hendes egne billeder på programmets Facebookside uden samtykke. I FEM programmer. Chikane.,[-2.0189774  2.7794495 -1.0382633],[0.00800091 0.97066575 0.02133331]
90,neutral,negative,MISS,Det burde ikke være til diskussion,[-0.15806736  1.9765064  -1.9871862 ],[0.10401501 0.87928486 0.01670013]
91,negative,negative,TRUE,"Troels Lund siger helt korrekt lige nu i at udenlandske firmaer spekulerer i ikke at registrere sig når de udfører arbejde i Danmark. Men han glemmer, at resultat af at denne regering har sparet massivt på indsatsen mod social dumping og på Arbejdstilsynet. #dkpol",[ 2.9903193 -1.0565323 -2.1205401],[0.97703177 0.01707589 0.00589238]
92,neutral,neutral,TRUE,"Læs mere om samrådet her i 
[LINK]
#Skolechat",[-1.2189274  2.4276044 -1.4349656],[0.02490836 0.9550228  0.02006878]
93,negative,negative,TRUE,"Public service kanaler burde ikke lægge så væsentlige programmer overfor hinanden. Det er spild af ressourcer i et mediemarked, hvor det kun er os danskere selv der gider lave tv-nyheder på dansk. Taberne er flowseerene (som så ikke kan vælge et public service alternativ)",[ 3.4774613 -1.7256373 -2.005386 ],[0.9904355  0.0054469  0.00411771]
94,negative,neutral,MISS,Frænder er frænder værst?#dkpol #ligevilkårforalle,[ 3.485694  -1.6683593 -2.0922241],[0.99053407 0.00572127 0.00374464]
95,neutral,neutral,TRUE,Terror i Sri Lanka | Fejl i danske pas | Borgmester befamlet,[-0.6745051  2.262228  -1.8081734],[0.04956383 0.934484   0.01595214]
96,neutral,positive,MISS,"Oddsen på Manchester City mot Tottenham er 1,29. 1,29!!!!! Da kan det ikke gå.",[-1.5959401  2.5453982 -1.1717352],[0.01528694 0.96134883 0.02336418]
97,negative,negative,TRUE,"Ja. Jeg ser en desperat fyr, der laver et Tweet hvor han forsvarer en handling, fordi det kun er sket 1 gang, over lang tid? Det svarer til at jeg slår en person, og forsvarer mig med, at “Jamen det er jo langtid siden jeg har slået nogle, så det går jo nok” God aften.😂🤫🤦🏻‍♂️",[ 2.3324013 -1.1691414 -1.2732085],[0.9457859  0.02851624 0.02569782]
98,positive,positive,TRUE,"Christian Have fra Have Kommunikation er aktuel med en ny bog om det kreative Danmark. Forfatteren håber, at bogen kan inspirere til at indfri det kommercielle potentiale i de kreative erhverv. Læs interviewet her! #Bueraubiz
[LINK]",[-2.544694  -0.8002977  3.0402474],[0.00366157 0.02095312 0.9753853 ]
99,positive,positive,TRUE,"Hvis man må anbefale kollegaernes arbejde (og det må jeg gerne jf. mit nytårsforsæt #migmigmig), så er det her altså forrygende tv og optakt til kæmpebraget i Manchester. Ekspertise, analyse og god stemning.",[-2.1587248 -1.6262158  3.511896 ],[0.00341393 0.0058146  0.9907714 ]
100,positive,positive,TRUE,"Vi har hørt meget om to nye 🐼🐼 i #dkmedier de sidste par dage. Nu er de endelig landet. Også på 6A'eren. Vi er stolte over at løfte arven videre efter #cphzoo legendariske slange-bus. Hold øje med pandabussen, og se de sort-hvide charmetrolde i ZOO fra 11. april",[-2.45484   -1.3125192  3.4777324],[0.0026229  0.00822026 0.98915684]
101,negative,negative,TRUE,Hvorfor melder de samme ikke når børn medbringes til demonstrationer - ganske vist bag fædrene - de må jo være på lige fod #dkpol,[ 3.5211592 -1.8071157 -1.9968363],[0.9912116  0.00480979 0.00397861]
102,positive,positive,TRUE,Fredericia-helt om 2-1: Ekstremt vigtig sejr #1div #FCFredericia,[-2.0929093 -1.631101   3.4690864],[0.00380331 0.00603563 0.99016106]
103,negative,neutral,MISS,Der er alt for meget at komme efter i den norske (og danske) undergrund!,[ 3.4232116 -1.6830789 -1.9797541],[0.98954856 0.0059952  0.00445614]
104,neutral,negative,MISS,"Mange bilister er i tvivl om, hvorvidt de har overlæs på traileren, men en del vælger at køre alligevel. Det kan være både farligt og dyrt, så Rådet for Sikker Trafik og FDM kommer med gode råd til at undgå overlæs på traileren.",[-2.7879276  1.2841295  1.2008562],[0.00879765 0.51622444 0.4749779 ]
105,negative,negative,TRUE,"Ja, altså indtil videre udgør grundlaget for ""flygtningekrisen"" de ca. 0,6% af EU's samlede befolkning, som flygtninge ankommet det sidste 10 år udgør. Men selvom fødselsallet falder over hele EU, er det bestemt en eksistentiel krise, eller noget..",[ 3.3044991 -1.3500897 -2.2164571],[0.9866606  0.00939086 0.00394864]
106,negative,neutral,MISS,"forskerzonen: RT @USER: Ja, det er vildt, så stort universet er: Et lysår = ca. 9.400 mia. km. Det sorte hul i Messier 87('en nær galakse') = 55 mio. lysår væk. Det svarer altså til en afstand på 9.400 mia x 55 mio. km = 522.000.000.000 mia. km (Til …",[ 3.3243294 -1.6929973 -1.8578986],[0.9879103  0.00654214 0.00554759]
107,negative,negative,TRUE,"Jamen hvor dumme tror de vi vælger er.... 
#dkmedier gå nu efter det arbejde har udført, holdt op imod det de lover #f",[ 3.4938364 -1.7339406 -2.0342267],[0.9907472  0.00531579 0.00393691]
108,positive,positive,TRUE,"Tak for en god og dejligt nuanceret diskussion. At få lov at hænge ud med 4 kloge, reflekterede og lyttende mennesker (Jette Bjørn, @USER, og @USER) var en stor fornøjelse :)
#skolemessen #skolechat",[-2.1207275 -1.6238295  3.4874332],[0.00363259 0.00597057 0.99039686]
109,neutral,neutral,TRUE,"Hvis du mangler noget at tage dig til i påsken, så har jeg lavet en liste over politiske dokumentarer som du kan se. #dkpol",[-1.2777233  2.1530194 -1.0830758],[0.03019828 0.9331143  0.03668737]
110,neutral,neutral,TRUE,"Der venter et stort opgør mellem de tidligere holdkammerater, Gaviria og Viviani, på morgendagens etape i Tirreno-Adriatico. Læs vores store optakt.

[LINK]",[-0.88705844  1.9788357  -1.2678818 ],[0.05195332 0.91254705 0.03549962]
