,language,score,text,label,tweet_len
20,da,0.9999937981046267,"Nyopførte parcelhuse er i snit 86 % procent større end i
1957, mens stigningen for stuehuse ligger på 56 % siden 1964.
#dkbiz #dkbol #dkøko #dkcre Kilde:",neutral,27
21,da,0.9999923783334999,Kommer Riskær i Folketinget?,neutral,4
22,da,0.9999948916906318,"kommer til at hjælpe med at strømline og eksekvere Strategi 6.4. Og selvfølgelig skal vores presspil nuanceres og udvikles, men det kommer den nye træner til at stå for. Tror ikke vi kommer til at være så ultimative i presset, som under AZ, men mindre er også ok.",neutral,48
23,da,0.9999961612529665,Jonas Kamper gør comeback i Randers FC - som sælger. #sldk,positive,11
24,da,0.9999948398096856,"Det er helt fair game, hvis det er dine egne filer og man f.eks. baserer statistikken på server-logs, men at omskrive href=“[LINK]” til href=“/snooping-script?redirect=[LINK]” er over grænsen, synes jeg.",negative,29
25,da,0.9999954081983404,Farum Lilleskole flytter ind hos FC Nordsjælland,positive,7
26,da,0.7164836731598342,"Godt nok er du bibliotrice, men nej det her kan jeg dokumentere 😜",neutral,13
27,da,0.9999939410506723,"Det altså lidt vildt det her!

Schweizisk højrefløjspolitiker begrunder valgnederlag i at de “druknede i en grøn bølge”!

En “bølge” der opstod efter @USER’s tale i Davos.

Ringe i vandet folkens.
Noget er sgu i gære!

#GrøntValg
#dkpol #dkgreen
[LINK]",positive,40
28,da,0.9999934028511182,"Det er da et fantastisk initiativ.. Børnene får en bevidsthed om natur/miljø.. Vi får ryddet op.. Og mon ikke vores skoler bruger nogle undervisningstimer i denne uge, der relaterer til Natur/Miljø..?? Win-Win..👍👍 #dkpol..",positive,33
29,da,0.9999935632943223,"Liverpool er selvsagt klasser bedre end Huddersfield, men Keita blir en kæmpe profil næste sæson. Sammen med Alex Oxlade-Chamberlain kan det blive en voldsom midtbane #pldk",positive,26
30,da,0.9999964844514259,Tysk vækst og stærke afgrøder skal sikre DLG rekordår i 2019,positive,11
31,da,0.9999939961131259,"En oplysning, som vi ikke må overse! I sundhedsvæsenet skal vi behandle hinanden med respekt og ordentlighed.",positive,17
32,da,0.9999959676521274,"Leo Vegas, hvor en 42-årig kvinde forleden tabte en halv mio. kr. på et døgn, er i dag klar med endnu en ulovlig annonce leveret af Det er utroligt, at danske politikere bliver ved med at tro, at bookmakerne regulerer sig selv #Utopia #dkpol",negative,44
33,da,0.9999953547501332,"Dansk Twitter diskuterer ofte emner, som jeg ikke har en mening om. Hverken Radio 24syv eller DKR satire. Ingen af delene siger mig alverden.

Måske er det et signal om, at jeg burde lytte mere til radio. Et radiosignal.",neutral,39
34,no,0.5686553617006928,Nu er det jo sådan at respekt er noget man skal gøre sig fortjent til. Og det har himmelnisserne ikke gjort for mit vedkommende.,negative,24
35,da,0.9999970221745923,"Der er mange knuste æg, men ingen omelet!",negative,8
36,da,0.9999948752057021,"#Asfaltaftalen får skarp kritik: 
""Den skal være meget mere grøn. Regeringen og Dansk Folkeparti vækker frustration i rød blok, hvor glæder sig til at rulle aftalen tilbage efter et valg med muligt rødt flertal.""
Citat: Berlingske kun for abonnenter
#dkpol #dkmedier",negative,41
37,da,0.9999962177752172,"Den foreløbige tidshorisont er, at ændringerne gælder til og med fredag d. 26/4.

Rejseplanen opdateres med ændringerne i løbet af onsdag formiddag.",neutral,22
38,da,0.9999939599402774,"Mere barsel bliver øremærket - vil ikke hænge sammen hos os, siger far",negative,13
39,da,0.9999950119737478,"Det er imponerende, at Rojo kigger tilbage på Anderson to gange, inden Anderson helt udækket kan prikke bolden i mål. Lad mig gætte på at han ikke er på Old Trafford efter sommerpausen. #pldk",negative,34
40,da,0.9999950648682161,"Mon ikke vi alle har vores små diagnoser, jeg tror mest af alt hans diagnoser er af de lette slags og at han mest af alt er ondskabsfuld.",negative,28
41,da,0.9999950488648912,RT @USER: En AaB-legende siger stop #sldk,neutral,7
42,da,0.9999958688656466,At der skal være plads til udemokratiske religiøse nazister foran landets parlament siger alt om den seneste generation af landsforræderiske politikere #dkpol #TagDanmarkTilbage #islam,negative,24
43,da,0.862330580631714,"Det kunne være en super drøm, ingen tvivl om det.

Men vi skal vente noget tid før det sker da vi 100 procent kommer ind på stabilitet som stadigvæk halter lige pt. Dog er jeg overrasket over at der er ikke sket de helt store udsving fra det afsluttende CPH Games.",positive,51
44,da,0.9999953977418393,"Endnu en gang må man spørge sig selv om, hvorfor denne type virksomhed ikke kan noteres i Danmark fremfor i Sverige. Jeg tror det er aktiesparekonto, kultur og manglende fokus på de spændende små virksomheder på den danske børs #iværksamf",negative,40
45,da,0.9999934603551632,"BREAKING NEWS!
Søren Espersen (DF), indrømmer, at Islam styrer og gir os hygge og dans. Han er rykket væk fra hans normale klamme, racistiske og dumme opslag mod Islam og indrømmer nu, at Islam også kan være dans og hygge.
Se, DET ville være BREAKING 😁😂

[LINK]",negative,47
46,da,0.9999953124870008,"Godt med lidt staldtips til os, der aldrig nåede på GRIKU 😀",positive,12
47,da,0.9999930631905782,To montenegrinske stjerner skifter til europæisk storklub -,neutral,8
48,da,0.999996191971044,"Netop min tanke. Kan det være en slags happening, der skal skabe opmærksomhed om misinformation på nettet før valgene?",neutral,19
49,da,0.9999942590434366,"Hvordan sætter vi strøm til et grønnere Danmark? Få svar fra og @USER, når vi inviterer til valgdebat sammen med d. 25. marts ➤ #dkpol #dkgreen #dkenergi",neutral,27
50,da,0.9999922104737375,"Skål, og fremragende navneskift",positive,4
51,da,0.9999925569674611,"ITunes er det in for iPhone?? Spørger sikkert dumt me hvordan anmelder jeg det med en Samsung?
For selvfølgelig skal i have 5 stjerner💛💙",positive,24
52,da,0.9999943562759431,Tænk du går så meget op i at støtte løgne men det siger jo mere om dig end lærerne og eleverne.,negative,21
53,da,0.9999966315318047,"Det er helt ude i hampen, DF og regeringen har tilsyneladende ingen jordforbindelse mere. Udrejsecenteret, kan DF og regeringen kun holde sig selv ud tilsyneladende, da man vil oprette en lejer på en ø, som man så vil sørge for at der er så få afgange til som muligt det er sygt",negative,52
54,da,0.9999962304408545,Udsigt til nye besparelser i kommunens budget,neutral,7
55,da,0.9999942803205502,"Desværre, så kan de jo så nu bruge det som bevis på at kriminelle lømler sætter dagsordenen og blablabla. For dem er det en win win og det er samfundet der taber",negative,32
57,da,0.9999942033982017,Hele vores flygtningesystem fra efter anden verdenskrig fungerer stadig. Vi har i FN netop opdateret i 2018 vedtaget migrationspagt. (Tak #talop) #epvalg19 #eudk #ep19dk #dkpol,neutral,25
58,da,0.9999959463907967,"Alt for længe har homofobien fået lov at være en integreret del af sportsverdenen, med fodbold i spidsen. 

Det er forrykt når børn og unge lærer at homofobisk jargon hører hjemme på stadion, i klubben, på banen og i...",negative,39
59,da,0.9999977530870132,Jeg er ikke specielt uenig. Men to ting: Jeg vil ikke være med til at sætte lighedstegn ml. sexarbejdere og kvinder. Og vi behøver slet ikke diskutere om sexkøb lever af og re-producere undertrykkelse og ødelagte liv. Men jeg ser ikke et forbud som en løsning.,negative,46
60,da,0.9999939142931669,"æh, hvor er de såkaldte ""højreradikale""?

Der er ikke én voldelig demonstration fra nogen højreradikale de seneste 25 år!? nævn en?

Det er en myte, vi har en ekstrem voldelig venstrefløj, som har taget side med islamisterne, og for dem er alle ""normale"" personer højreradikale",negative,45
61,da,0.9999959845596631,Massiv kø efter uheld på Køge Bugt-motorvejen,neutral,7
62,da,0.8571389674726724,"Rødovre Centrum-Michael Jackson-strategien, som den hedder",negative,6
63,da,0.9999943117779231,"Har du mon tænkt på at der er mennesker der arbejder og har brug for biler, vi kan jo ikke allesammen leve af at dyrke grønsager i stuen for at få føden",negative,32
64,da,0.9999954877888523,"#CentraliseringNejTak #DKPOL
Pinligt at lytte til VLAK+ DF
De har ikke styr på noget, ikke engang hvor mange ansatte der er i sundhedsvæsnet. Hvis man har udsultet regionerne i årevis, nu tilfører midler, som skal gå til nyt central Akut 113 og nyt IT system, virkelig borgernær",negative,47
65,da,0.9999952973423443,"Krimiromaner omdannes til tv-serie med Helsingør som omdrejningspunkt,",neutral,8
66,da,0.9999945128451018,"Sidder på Skt. Knuds gymnasium og overværer retorik-undervisning, der sidder en hel klasse, som ikke har lyst til at deltage i debatten på sociale medier, for “kampen er tabt på forhånd” “det er svært at være saglig, når andre ikke er”. “vi deltager kun i debatter for at få ret”",negative,50
67,da,0.9999953927053207,"Begivenhedsrig første halvleg på både godt og ondt. Fodens scoring må varme enhver enhver Cityfans hjerte. Desværre måtte KdB humpe ud af banen med noget der ligner en forstrækning. 
#ManCitySpurs #pldk",positive,31
68,da,0.9999965542465106,"Tersløse Kirke er blevet Vejkirke Tersløse Kirke er blevet en såkaldt Vejkirke. Det indebærer, at kirken året rundt kan besøges af turister og alle interesserede på følgende dage: Tirsdag-onsdag-torsdag kl. 8-15.",neutral,31
69,da,0.9999961217355855,DF vil forbyde skolegang hvis opholdstilladelsen ryger,negative,7
70,da,0.9999916320590678,"fra skriver #dkmedier 
[LINK]",neutral,4
71,da,0.9999958420902799,"Det kan være lidt småsvært at være socialdemokrat og finde et parti, der repræsenterer en i 2019's Danmark. Men det må da være komplet umulig at være liberal. #dkpol",negative,29
72,da,0.9999943016688791,Nu gør du et dumt meme politisk... I’m just here for the lolz :D,neutral,14
73,da,0.9999966259459936,"Min pointe er, at EU ikke er en afsondret tredjepart. Det er et fællesskab, som Danmark indgår i.",neutral,18
74,da,0.8571395694141413,Hvad skal dit forbund hedde?,neutral,5
75,da,0.9999976391421886,"Ytringsfriheden giver mig så også lov til at gå ind i en synagoge og skrige “heil Hitler”, eller at gå ind på Cosy bar og skrige “dø homosvin”. Men er det det der er meningen med ytringsfriheden?",negative,37
76,da,0.9999969360513419,"Tv-værten Abdel Aziz Mahmoud har købt [LINK],",neutral,7
77,da,0.9999972992682212,Mindst 20 aflyste afgange: Letbaneproblemer fortsætter torsdag,neutral,7
78,da,0.9999954856758845,"Spar rejseforsikringen, det er trods alt kun meget få der rammes af sygdom og ulykker på ferien #dkpol #dkmedier",neutral,19
79,da,0.6135733258136675,"Men det er jo problematisk, uansett om det er billedlig ment - det virker jo unektelig som barnet ikke har det så bra?
“She can see carbon dioxide with the naked eye. She sees how it flows out of chimneys and changes the atmosphere in a landfill.”",negative,47
80,da,0.9999931951295686,"UDSOLGT TIL DERBY🔥 En dejlig nyhed, som vi er glade og stolte over at kunne præsentere. Men vi ved erfaringsmæssigt, at der kan komme et antal billetter retur, så skriv dig på DERBY-ventelisten, hvis du vil have muligheden #fcklive #fckbif",positive,40
81,da,0.7142840615454229,"Jeg er muligvis sent ude, men. Hvordan gik/går valget?",positive,9
82,da,0.999995533617278,"Jeg kan huske, da en Justitsminister blev stillet for en rigsret.
Borgerlig sankesæt er 
""Det er smart at snyde, det er rigtigt dumt at blive opdaget."" LOV og RET gælder for borgerne, ikke borgerlige politikere.
Et borgerligt væsen er i sin grundvold uhæderligt.",negative,43
83,da,0.9999949042990577,"Tror du, jeg er åndsvag? Den der borgerliggørelse af det yderste højre, er alt for gennemskuelig og enormt trættende. Jeg hopper fra her, og fokuserer på kærligheden. Du skulle prøve dét.",negative,31
84,da,0.9999489244675701,Når man skal beskrive ungdommen for morfar,neutral,7
85,da,0.9999926323138502,"Og hvad synes du så, Søren, om måden Bager fik de 100.000 på?",negative,13
86,da,0.9999938128941628,"I påsken er jeg på sidelinien her…
Tors #fckfcm
Fre #obfcn
Søn ViborgFF vs Næstved
Søn #vbagf
Man #rfcaab
Man #fcmbif
#sldk #NordicBetLigaen",neutral,23
87,da,0.9999946389169232,"Intet ondt herfra 😊 Det er muligt, at du har ret. Jeg har bare ikke kunnet finde den definition, men jeg har heller ikke brugt old school ordbøger. Jeg formoder ikke, at mange dyr ud over mennesket parrer sig med andet formål end reproduktion. Jeg har heller ikke hørt ...",positive,50
88,da,0.9999968970143398,Opkøb trækker Royal Unibrew op i første kvartal,positive,8
89,da,0.9999935351660806,RT @USER: Fedt at så mange unge mener at der skal gøres mere for klimaet #dkpol #eupol,positive,17
90,da,0.9999935594764519,Kronik: Holocaust: Vi har alle et ansvar for ikke at glemme,neutral,11
91,da,0.9999968827928103,"Jaa, det glæder jeg mig også til! Det er en luksus at have så gode folk omkring sig 👏",positive,19
92,da,0.7601761495675601,Tydelig at fakta ikke betyr noe for ham og tilhengerne. Det er jo bare trist og en smule skremmende.,negative,19
93,da,0.9999955619938542,Teknologisk Institut: Nye vejledninger skal rådgive om altaner #altaner #dkbyg,neutral,10
94,da,0.9999947692590518,"Det er så synd for Ajax, at det her hold nok bliver splittet fra hinanden",negative,15
95,da,0.9999965735329606,"Som etnisk dansk af udseende, mellem 30 og 40 år gammel og 170-180 centimeter høj vil jeg gerne tage afstand fra det her, selvom min slags ikke behøver den slags. Fy for fanden! Så er det jeres tur, #dkpol",negative,39
96,da,0.9999938161319017,"Kære larsclilleholt 
 Vidste du at klimaforandringerne får verdenshavene til at stige, og det vil skabe dobbelt så mange oversvømmelser om blot få årtier, viser nyt studie. Specielt København kan stå for skud! 
Hvad vil du gøre ved det? #dkpol",negative,39
97,da,0.9999937404010679,For mig var det Google Ads på diverse mediers sider,neutral,10
98,da,0.9999938198835039,En del påstår dog at det er fake... manden har ex ikke Benfica-trøje på og det er en ret ny profil,neutral,21
99,da,0.9999964587243058,"0-1 AaB-Vejle Boldklub! '6: Mål af Gustaf Nilsson, Vejle Boldklub",positive,10
100,da,0.9999956677264867,"Hvis du har 5 DBs på banen, skal dine LBs stadig gøre rigtigt meget i kastespillet, da NFL-angrebene strækker på alle leder og kanter, og TEs og RBs er super atletiske. Nickel har været det nye base i flere år, og dårlige LBs i opdækningen har kostet dyrt de sidste par år",neutral,52
101,da,0.999993933534545,Der har været er færdelsuheld på E20-motorvejen mellem Skærup og Fredericia i østgående retning. #politidk,neutral,15
102,da,0.9999939690669182,Der er stillet mere end 300 borgerforslag det første år af ordningens levetid. 5 forslag har fået mere end 50.000 underskrifter. Tæt på 800.000 har støttet de forskellige forslag. Over 3 millioner har besøgt Succes? #dkpol,neutral,36
103,da,0.9999922968761914,"Ja, hvis bare han var det, så ville meget være godt. Det er han bare ikke. Han er stærkt manipulerende og meget biased.",negative,23
104,da,0.9999937696862384,"Det er et virkelig interessant skridt, Danske Bank-koncernen har taget her. De tager det officielle danske eksportforbud mod militært udstyr til Saudi-Arabien og bruger det på alle deres investeringer i verden #dkpol",negative,32
105,da,0.9999929787362724,"Det kan jo slet ikke forslå. Men den regnemetode som Finansministeriet benytter skal du forvente at der skal forhøjes med yderligere kr. 225.000 oven i det som den enkelte skal have.
Det bliver megadyret og er vel grunden til at V ikke har fremlagt noget. #dkpol",negative,46
106,da,0.9999956250761709,Et stort tillykke til og vinderne af årets Cavlingpris 💪🏼,positive,10
107,da,0.999992804874295,Til dig eller hunden?,neutral,4
108,da,0.9999935532053056,"Regeringens udkast til Havstrategi II efterlader det indtryk, at havet blot skal være til menneskets udnyttelse. Det skriver DF’s #dkpol #dkgreen",negative,21
109,da,0.9999917674828882,"Det her er to meget kloge mennesker. Mest fordi de tør indrømme, at de har flere tanker og spørgsmål end svar. Og derfor var det en fornøjelse at lytte til dem den sidste time hos @USER. Og Mette er også ret god... #IWD2019",positive,43
110,da,0.9999934380373474,"Ret din kritik mod Niko Grünfeld og de andre. Det er dem, der taler om syg kultur i DINE personlige angreb er ikke værdige for den nye politiske kultur, som ønsker sig.",negative,32
111,da,0.9999943663953075,"Blev EF Education First-trikoten lidt flottere i dag, efter Alberto Bettiol vandt Flandern? Det tror jeg faktisk.",positive,17
112,da,0.9999962537831406,"(2) Men der er et paradoksproblem her, der udstiller hvor inkonsekvent vores lovgivning er:
Hash er ikke særlig fysisk skadeligt - men folk får alligevel KOL og kræft af det.
Hvorfor? Fordi de blander det ulovlige stof med et lovligt stof: tobak.
Som er livsfarligt.
""Logik""?",negative,46
113,da,0.9999944283158118,Oceaniske og australske mesterskaber i strandhåndbold er i gang -,neutral,10
114,da,0.9999963284191931,Der røg den fredag aften :-) tak,positive,7
115,da,0.9999936425780973,"Føler mig langt fra fattig, venstreorienteret JA. Nogle må 
forsvare samfundets svageste når VLAK har valgt at nedgøre/ydmyge
dårligst stillede med fattighjælps ydelser ! ""Elitens kloak""?
Når det regner med overflod i whisky bæltet får jeg råd til en ekstra øl
@USER",negative,42
117,da,0.9999939484221072,"kan i ikke droppe den forespørgsel efter lokation når man går ind på jeres side? Det crasher min Firefox på android.
Lav i stedet en knap, for dem der ikke ved hvor de er.",negative,34
118,no,0.9999943831800168,Kunne heller ikke forestille mig andet 😊,positive,7
119,da,0.9999958183225692,"Ikke en krone i udsigt: Danmark op i #5G eliten - men i ny handlingsplan fra er der ikke afsat penge til fremme af nye løsninger. Det er problematisk, siger digitaliseringspolitisk chef i #digidk #dkbiz",negative,35
120,da,0.9999961756025,"Jeg har heller ikke set så meget af det, men min fornemmelse for det, jeg følger af NHL er, at han holder Maple Leafs inde i serien",positive,27
122,da,0.9999959045357919,"Den seneste stigning i indkomstskatten blev foretaget af en venstre-ledet regering, der var gået til valg på at sænke den. Måske skræmmer det de radikale fra at love for meget?",neutral,30
123,da,0.9999939604306878,Terror i Sri Lanka | Fejl i danske pas | Borgmester befamlet,neutral,12
124,da,0.857138070988144,"

Jeg håber det er ventetiden værd. (Y)

God weekend.

Vh/ Michael",positive,11
125,da,0.9999973095455581,Flere lyskryds ude af drift,neutral,5
126,da,0.9999937865146409,"Really? - det bliver sgu sværere og sværere at overbevise min bedre halvdel om at at Danmark overhovedet ønsker at man skal integrere sig. Jeg fattes ord. Gad vide om vil støtte det?

#dkpol #pakker #snart #sydfrugter",negative,37
127,da,0.9999961360295857,"Ok, vi husker lidt forskelligt, men essensen er jo den samme.",neutral,11
128,da,0.9999940774182113,"Da vi fik ham tilbudt sidste år til 7mil (mener jeg det var) det er jo ingenting for en målmand med hans kvaliteter.. det koster at blive mestre..! Min holdning er bare, klasse keeper..!",positive,34
129,da,0.9999939551017469,Man diskuterer ikke med formanden. Overhovedet!,neutral,6
130,no,0.5714478369617443,"Som én, der er vokset op med aftensmad klokken 18:00 sharp i provinsen og senere har boet i Spanien, bakker jeg fuldt op om Gareth Bales vurdering i denne sag.

[LINK]",positive,31
131,da,0.9999962393980383,Om noget er en krise eller ej kan ikke afgøres faktuelt,neutral,11
132,da,0.9999943840186444,Svær erkendelse: Jeg har nu brugt mindst 100 timer på at forsøge at gætte valgdatoen,negative,15
133,da,0.9999945597311669,Der er så mange flere grunde til at #ståafiroskilde frem for Høje-Tå #sigerdetbare,neutral,13
135,da,0.8571409165554813,Dansk Folkeparti er klar til at give togbroen dødsstødet #vaf,negative,10
136,da,0.9999961214754841,"Det har OGSÅ været en stor dag for tossen, når I lige pludselig tager ord som krig op af hatten og giver ham fuldplade-dækning.",negative,24
137,da,0.9999957089285993,Vigtig melding fra S. Og med DFs udtalelser i sidste uge burde der nu være flertal for at afskaffe besparelserne ved næste finanslov #Stop2pctNU,neutral,24
138,es,0.9999938759099617,"RT @USER: GOL EN 3ª
del B, el central Martín pone el 0-2 en a los 18'

#elMATlargo",negative,18
139,da,0.999993040059249,"Bach Bak synes, at det er flot, at man har holdt fast i det nye koncept i Sønderjyske #fcmsje #sldk",positive,20
140,da,0.9999949612230057,"Boligforening: Der er rift om de nye boliger Boligforeningen Dianalund regner ikke med, at det bliver noget problem at få udlejet de 27 almennyttige boliger, der fredag formiddag blev taget første spadestik til. Tværtimod. Det skriver Dagbladet …",positive,38
141,da,0.9999925184445129,"⚽️ Der er i dag 22 #fodbold kampe/events mere, der vises direkte:

📺 4 på TV
💻 9 kun på @USER
💻 5 på @USER
💻 4 via Live Stream

#dksport #dkbold #sldk #pldk #laliga #seriea

🔗",neutral,37
142,da,0.9999955568550404,"Første krise hos lufthavns-korrespondenten her i Istanbuls nye lufthavn: Jeg eksisterer ikke. 
Lover at opdatere, hvordan dramaet ender inden længe.",neutral,20
143,da,0.5714269267945142,Så er der #klimakryds! Rigtig god valgkamp #dkgreen #dkpol #fv19,positive,10
145,da,0.9999969348250091,18 danskere smittet af sjælden mave-tarminfektion,neutral,6
146,da,0.999995199672121,"det er ikke glemt i den danske folkeskole. En de eneste overlevende danskere fra Auschwitz er 90-årige Arlette Andersen hun har holdt mere end 400 foredrag for især unge
[LINK]",positive,30
147,da,0.9999936245376282,"Meningsmålinger, rammer de inden for deres statistiske usikkerhed - og hvad betyder det overhovedet? Læs med i første del: #dkpol #fv19
[LINK]",neutral,22
148,da,0.9999962541889472,Jeg vil gerne bruge udtrykket skrupskøre mennesker. Folk er jo blevet sindsyge af alt det farve snak. Brug nu bare den sunde fornuft!,negative,23
149,no,0.9999944810133685,"Jo tak. Jeg klarer mig nok. Er rimelig langt. Tror ikke du er interesseret i at lytte til eller forstå, hvad jeg reelt spurgte om, men dig om det.",negative,29
150,da,0.9999955676170548,På vej til Holstebro #samtaledag #Fremad #radikale #mereHanne,neutral,8
151,da,0.9999952059425297,"har tabt sutten - det er jo pinligt, det her: “V-ministre indkaldte til pressemøde for at kritisere Socialdemokratiet”

[LINK]",negative,19
152,da,0.9999939572268688,"Jeg er ikke særlig pessimistisk, fordi jeg tror vi taber. Det er mest fordi jeg tror at Damen ikke spiller. Hvis hele holdet er klar, så er jeg rimelig sikker på, at vi munker dem.
Men det sidder også bare i baghovedet, at vi kan blive de store tabere, hvis vi smider point. (1/2)",neutral,54
153,da,0.9999935953386139,"Jeg ser på en udtalelse fra i går; deres spil Vampyr har solgt over 1 mil, samt deres publisher Focus Home Interactive har fornyet en kontrakt med DONTNOD. Det ser ud til, at selskabet er ved at skabe lidt momentum",positive,40
154,da,0.9999923921875153,"Hvor kunne det være fedt. Hvis #dkmedier ikke udråbte alle møder mellem politikere som dueller. Hvorfor ikke sige ""En samtale mellem..."" det vil sgu styrke lysten til at se med. #dkpol",negative,31
155,da,0.9999972245515645,"7 ud af 9 danske nyhedsmedier har mere end dobbelt så mange negative som positive Facebook-opdateringer om #MeToo. Det skader debatten, skriver lektor fra på #dkmedier #dkvid",neutral,27
156,no,0.8324186102073671,"⛹ Der er i dag følgende antal #basketball kampe, der vises direkte:

📺 2 på TV
💻 0 via Live Stream
#TV #dksport #dkbold #nbadk #nba

🔗",neutral,27
157,da,0.9999947846079678,"Det selvfølgelig en anden side.. Der kører jeg ikke nok med dem til at kunne udtale mig. Det må dog uden lige, stadigt være et overkommeligt problem at kunne løse.. Hvis viljen er der fra DSB..",neutral,36
158,da,0.9999938241679706,"T.e. ved at læse tweets og svar som dine med fascistiske og racistiske undertoner. Og den undren det giver når danskere, som ellers virker til at være veluddannede og intelligente, kan få så menneskefjendske holdninger. Det er ikke mit Danmark mere. Lev vel.",negative,43
159,da,0.9999937908497425,"Blev gravid og aflyste i 2018: Nu vender rapper tilbage som hovednavn på Roskilde Festival,",neutral,15
160,no,0.7140425210202479,Forårselskov i isbjørneanlægget – men ungen venter ikke lige om hjørnet,neutral,11
161,da,0.9999969445659262,Nogle gange er du voldsomt trættende ...,negative,7
162,da,0.9999941602728316,"Som jeg forstår det, er der vist kun en ting, Socialdemokratiet ikke vil sammen med andre. Nemlig at danne regering. #dkpol",negative,21
163,da,0.9999951984403084,RT @USER: Enig! Straffesparket til Man. U var absolut håbløst!,negative,10
164,da,0.9999945848614713,"Der sker ikke så meget med en ny telefon, som der har gjort. At flytte fra den model, vi har nu til den nyeste, giver os ikke lige så meget, så vi kan ligeså godt beholde de gamle, fortæller i som én af flere forklaringer på Apples nedtur.",neutral,48
165,da,0.9999942993322207,"Søndag den 26. maj er der valg til Europa-Parlamentet. Men hvis det passer dig bedst at stemme inden selve valgdagen, kan du stemme allerede nu. Læs mere her: 
[LINK]

#Dennegangstemmerjeg 
#EUvalg2019",neutral,31
166,da,0.9999943866726613,"""Det var en skandale, at han sparkede på mål. Det giver jeg absolut intet for, og det var på ingen måde i orden"" - Her nedlægger han jo en præmis, som han han reelt set ikke ved noget om. Det er da mangel på format.",negative,45
